,path,image_name,rock_type,scan_name,label_assigned,area,centroid,bbox,bbox_rect
10,./train/cuttings_resized_128/ML-DB-Geo1_slice00375_8.png,ML-DB-Geo1_slice00375_8,0,slice00375,8,53487,"(129.6546076616748, 124.92484155028325)","[468, 541, 727, 813]","[[541, 726], [541, 468], [812, 468], [812, 726]]"
11,./train/cuttings_resized_128/ML-DB-Geo1_slice00375_9.png,ML-DB-Geo1_slice00375_9,0,slice00375,9,11945,"(49.2633737965676, 99.76416910841357)","[813, 454, 909, 669]","[[661, 924], [442, 873], [458, 800], [678, 850]]"
12,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_0.png,ML-DB-Geo1_slice00379_0,0,slice00379,0,14785,"(70.65566452485628, 131.6242813662496)","[49, 494, 207, 758]","[[736, 230], [487, 73], [527, 8], [777, 165]]"
13,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_2.png,ML-DB-Geo1_slice00379_2,0,slice00379,2,10382,"(121.11914852629552, 59.88528221922558)","[169, 441, 390, 578]","[[531, 407], [413, 191], [461, 165], [579, 381]]"
14,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_5.png,ML-DB-Geo1_slice00379_5,0,slice00379,5,30251,"(117.74552907341906, 127.50166936630194)","[220, 584, 455, 860]","[[614, 480], [538, 382], [800, 181], [876, 279]]"
15,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_6.png,ML-DB-Geo1_slice00379_6,0,slice00379,6,45501,"(179.69846816553482, 117.46434144304521)","[424, 43, 740, 329]","[[158, 789], [-13, 491], [165, 388], [336, 686]]"
16,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_7.png,ML-DB-Geo1_slice00379_7,0,slice00379,7,12556,"(87.99115960496974, 49.678321121376236)","[459, 844, 652, 948]","[[911, 656], [835, 641], [873, 446], [950, 461]]"
17,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_8.png,ML-DB-Geo1_slice00379_8,0,slice00379,8,54664,"(132.94736938387237, 130.1661056636909)","[467, 543, 726, 818]","[[552, 731], [539, 474], [811, 459], [825, 716]]"
18,./train/cuttings_resized_128/ML-DB-Geo1_slice00379_9.png,ML-DB-Geo1_slice00379_9,0,slice00379,9,12265,"(48.54015491235222, 101.28724011414594)","[812, 454, 908, 671]","[[664, 921], [442, 871], [458, 798], [680, 848]]"
19,./train/cuttings_resized_128/ML-DB-Geo1_slice00383_0.png,ML-DB-Geo1_slice00383_0,0,slice00383,0,16097,"(73.14275952040752, 140.0127352922905)","[48, 491, 210, 770]","[[749, 233], [483, 72], [522, 7], [788, 168]]"
20,./train/cuttings_resized_128/ML-DB-Geo1_slice00383_1.png,ML-DB-Geo1_slice00383_1,0,slice00383,1,6689,"(80.19614292121393, 54.44042457766482)","[134, 497, 311, 610]","[[578, 320], [493, 149], [532, 129], [618, 300]]"
21,./train/cuttings_resized_128/ML-DB-Geo1_slice00383_3.png,ML-DB-Geo1_slice00383_3,0,slice00383,3,10728,"(102.89233780760627, 59.93521625652498)","[169, 365, 362, 495]","[[451, 383], [331, 197], [390, 159], [509, 346]]"
22,./train/cuttings_resized_128/ML-DB-Geo1_slice00383_6.png,ML-DB-Geo1_slice00383_6,0,slice00383,6,47029,"(180.5831933487848, 123.62295604839566)","[422, 44, 739, 334]","[[126, 767], [16, 455], [225, 381], [335, 693]]"
23,./train/cuttings_resized_128/ML-DB-Geo1_slice00383_8.png,ML-DB-Geo1_slice00383_8,0,slice00383,8,54009,"(134.05275046751467, 134.09611361069452)","[470, 543, 725, 820]","[[552, 729], [540, 476], [813, 462], [826, 716]]"
24,./train/cuttings_resized_128/ML-DB-Geo1_slice00387_1.png,ML-DB-Geo1_slice00387_1,0,slice00387,1,7076,"(82.72526851328435, 55.144997173544375)","[133, 498, 314, 613]","[[584, 322], [492, 148], [532, 127], [624, 301]]"
25,./train/cuttings_resized_128/ML-DB-Geo1_slice00387_2.png,ML-DB-Geo1_slice00387_2,0,slice00387,2,12044,"(131.12429425440052, 65.02324809033544)","[160, 440, 399, 593]","[[541, 420], [408, 184], [461, 154], [594, 390]]"
26,./train/cuttings_resized_128/ML-DB-Geo1_slice00387_4.png,ML-DB-Geo1_slice00387_4,0,slice00387,4,39556,"(198.75068257660027, 99.59475174436243)","[203, 197, 574, 433]","[[333, 594], [126, 266], [243, 193], [450, 520]]"
27,./train/cuttings_resized_128/ML-DB-Geo1_slice00387_6.png,ML-DB-Geo1_slice00387_6,0,slice00387,6,48909,"(179.6090085669304, 126.95209470649574)","[421, 48, 737, 344]","[[134, 769], [19, 451], [230, 375], [345, 693]]"
28,./train/cuttings_resized_128/ML-DB-Geo1_slice00391_0.png,ML-DB-Geo1_slice00391_0,0,slice00391,0,18826,"(83.22378625305429, 158.55550833953043)","[45, 489, 230, 822]","[[799, 257], [479, 71], [517, 6], [837, 192]]"
29,./train/cuttings_resized_128/ML-DB-Geo1_slice00391_3.png,ML-DB-Geo1_slice00391_3,0,slice00391,3,10688,"(110.23334580838323, 63.99148577844311)","[162, 364, 367, 500]","[[462, 384], [333, 186], [386, 152], [515, 350]]"
30,./train/cuttings_resized_128/ML-DB-Geo1_slice00391_4.png,ML-DB-Geo1_slice00391_4,0,slice00391,4,40036,"(201.24240683384954, 98.77807473274054)","[197, 201, 570, 437]","[[333, 592], [125, 262], [244, 186], [452, 517]]"
31,./train/cuttings_resized_128/ML-DB-Geo1_slice00391_7.png,ML-DB-Geo1_slice00391_7,0,slice00391,7,50671,"(178.84302658325274, 130.73647648556374)","[420, 50, 737, 353]","[[146, 774], [18, 452], [227, 370], [354, 692]]"
32,./train/cuttings_resized_128/ML-DB-Geo1_slice00391_8.png,ML-DB-Geo1_slice00391_8,0,slice00391,8,11714,"(86.77565306470889, 47.984719139491204)","[458, 843, 641, 941]","[[904, 647], [832, 629], [877, 445], [949, 463]]"
33,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_0.png,ML-DB-Geo1_slice00395_0,0,slice00395,0,19436,"(85.97844206626878, 162.15738835151265)","[43, 488, 232, 827]","[[804, 259], [477, 70], [515, 4], [842, 193]]"
34,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_1.png,ML-DB-Geo1_slice00395_1,0,slice00395,1,7864,"(86.6380976602238, 57.25292472024415)","[131, 499, 320, 620]","[[590, 329], [492, 146], [533, 124], [631, 307]]"
35,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_2.png,ML-DB-Geo1_slice00395_2,0,slice00395,2,13848,"(141.25924321201617, 71.82972270363952)","[152, 438, 409, 602]","[[547, 431], [402, 179], [461, 145], [606, 397]]"
36,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_4.png,ML-DB-Geo1_slice00395_4,0,slice00395,4,40481,"(203.0162792421136, 101.14671080259875)","[192, 202, 567, 439]","[[334, 590], [124, 257], [247, 180], [456, 513]]"
37,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_6.png,ML-DB-Geo1_slice00395_6,0,slice00395,6,52208,"(178.38921238124425, 136.31977857799572)","[420, 52, 737, 375]","[[189, 801], [-13, 487], [179, 363], [381, 677]]"
38,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_8.png,ML-DB-Geo1_slice00395_8,0,slice00395,8,11293,"(87.010183299389, 47.64154786150713)","[457, 842, 638, 937]","[[904, 644], [832, 627], [876, 444], [948, 462]]"
39,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_9.png,ML-DB-Geo1_slice00395_9,0,slice00395,9,44874,"(120.50962695547533, 129.70459508846994)","[504, 547, 724, 811]","[[556, 732], [544, 512], [804, 498], [816, 718]]"
40,./train/cuttings_resized_128/ML-DB-Geo1_slice00395_10.png,ML-DB-Geo1_slice00395_10,0,slice00395,10,13470,"(47.260504825538234, 100.52442464736451)","[808, 457, 903, 674]","[[670, 909], [449, 882], [459, 799], [680, 826]]"
41,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_2.png,ML-DB-Geo1_slice00399_2,0,slice00399,2,14708,"(145.4867419091651, 75.7057383736742)","[148, 436, 413, 607]","[[550, 434], [400, 177], [461, 142], [611, 398]]"
42,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_3.png,ML-DB-Geo1_slice00399_3,0,slice00399,3,10557,"(112.4851757127972, 64.92024249313252)","[160, 366, 370, 504]","[[463, 387], [339, 180], [391, 149], [515, 356]]"
43,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_4.png,ML-DB-Geo1_slice00399_4,0,slice00399,4,40748,"(204.09438500049083, 103.59652007460488)","[188, 203, 565, 443]","[[336, 587], [125, 251], [248, 174], [460, 509]]"
44,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_7.png,ML-DB-Geo1_slice00399_7,0,slice00399,7,3790,"(35.956728232189974, 34.57598944591029)","[451, 581, 537, 664]","[[614, 542], [557, 507], [608, 423], [666, 458]]"
45,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_8.png,ML-DB-Geo1_slice00399_8,0,slice00399,8,10571,"(85.5210481506007, 45.651120991391544)","[457, 842, 634, 930]","[[904, 640], [833, 623], [875, 446], [946, 463]]"
46,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_10.png,ML-DB-Geo1_slice00399_10,0,slice00399,10,36400,"(96.2451923076923, 122.19925824175824)","[544, 548, 724, 811]","[[807, 727], [542, 717], [548, 543], [813, 553]]"
47,./train/cuttings_resized_128/ML-DB-Geo1_slice00399_11.png,ML-DB-Geo1_slice00399_11,0,slice00399,11,13656,"(47.628661394258934, 104.32198301113064)","[806, 453, 902, 674]","[[670, 908], [445, 881], [455, 797], [680, 823]]"
48,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_0.png,ML-DB-Geo1_slice00403_0,0,slice00403,0,20566,"(90.8518914713605, 172.15501312846445)","[39, 481, 236, 831]","[[809, 259], [470, 65], [508, 0], [847, 193]]"
49,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_1.png,ML-DB-Geo1_slice00403_1,0,slice00403,1,8766,"(94.18879762719598, 60.52931781884554)","[128, 500, 330, 631]","[[599, 341], [491, 144], [534, 120], [642, 317]]"
50,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_2.png,ML-DB-Geo1_slice00403_2,0,slice00403,2,15626,"(149.00799948803277, 79.80481249200051)","[145, 434, 416, 611]","[[553, 438], [398, 176], [461, 139], [616, 401]]"
51,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_3.png,ML-DB-Geo1_slice00403_3,0,slice00403,3,10553,"(112.30190467165735, 66.0552449540415)","[160, 366, 372, 505]","[[468, 388], [340, 182], [391, 150], [519, 356]]"
52,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_5.png,ML-DB-Geo1_slice00403_5,0,slice00403,5,17815,"(102.19040134717935, 91.72938534942465)","[243, 700, 452, 880]","[[768, 487], [678, 429], [810, 223], [900, 281]]"
53,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_6.png,ML-DB-Geo1_slice00403_6,0,slice00403,6,54443,"(175.99766728505043, 146.80329886303107)","[420, 55, 733, 393]","[[294, 813], [-32, 588], [96, 401], [423, 626]]"
54,./train/cuttings_resized_128/ML-DB-Geo1_slice00403_10.png,ML-DB-Geo1_slice00403_10,0,slice00403,10,13699,"(46.862325717205636, 105.0997153076867)","[805, 451, 902, 671]","[[667, 908], [442, 879], [453, 794], [678, 824]]"
55,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_0.png,ML-DB-Geo1_slice00407_0,0,slice00407,0,21238,"(93.16682361804313, 175.11394669931255)","[36, 478, 237, 833]","[[814, 257], [466, 65], [502, 0], [850, 190]]"
56,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_1.png,ML-DB-Geo1_slice00407_1,0,slice00407,1,9147,"(96.18836777085383, 60.95517656062097)","[127, 501, 331, 633]","[[600, 342], [490, 143], [534, 119], [644, 318]]"
57,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_2.png,ML-DB-Geo1_slice00407_2,0,slice00407,2,16544,"(151.23555367504835, 82.5164410058027)","[143, 433, 418, 615]","[[556, 441], [397, 175], [461, 136], [620, 403]]"
58,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_3.png,ML-DB-Geo1_slice00407_3,0,slice00407,3,10768,"(117.22594725111442, 67.51773774145617)","[154, 365, 375, 507]","[[474, 389], [334, 179], [383, 146], [523, 356]]"
59,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_4.png,ML-DB-Geo1_slice00407_4,0,slice00407,4,41044,"(210.07764837735112, 107.23589318779845)","[176, 207, 566, 450]","[[343, 583], [128, 237], [252, 160], [466, 506]]"
60,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_6.png,ML-DB-Geo1_slice00407_6,0,slice00407,6,53851,"(171.74312454736216, 153.89524799910865)","[423, 54, 729, 393]","[[152, 762], [42, 441], [285, 357], [396, 677]]"
61,./train/cuttings_resized_128/ML-DB-Geo1_slice00407_12.png,ML-DB-Geo1_slice00407_12,0,slice00407,12,13669,"(46.101543638890924, 106.19372302289852)","[804, 448, 900, 666]","[[662, 906], [439, 876], [451, 792], [673, 822]]"
62,./train/cuttings_resized_128/ML-DB-Geo1_slice00411_1.png,ML-DB-Geo1_slice00411_1,0,slice00411,1,9517,"(97.95292634233476, 62.24902805505937)","[126, 501, 334, 637]","[[603, 346], [490, 143], [535, 118], [648, 321]]"
63,./train/cuttings_resized_128/ML-DB-Geo1_slice00411_4.png,ML-DB-Geo1_slice00411_4,0,slice00411,4,41334,"(215.50041128368898, 107.396235544588)","[168, 211, 566, 455]","[[348, 581], [130, 229], [253, 153], [470, 506]]"
64,./train/cuttings_resized_128/ML-DB-Geo1_slice00411_11.png,ML-DB-Geo1_slice00411_11,0,slice00411,11,13564,"(44.48776172220584, 106.97220583898554)","[804, 446, 899, 662]","[[658, 903], [438, 878], [448, 792], [668, 818]]"
65,./train/cuttings_resized_128/ML-DB-Geo1_slice00415_4.png,ML-DB-Geo1_slice00415_4,0,slice00415,4,41286,"(219.94690694182046, 107.59865329651699)","[161, 215, 565, 460]","[[352, 578], [130, 222], [251, 146], [473, 503]]"
66,./train/cuttings_resized_128/ML-DB-Geo1_slice00415_7.png,ML-DB-Geo1_slice00415_7,0,slice00415,7,20063,"(84.59567362807158, 78.97298509694463)","[439, 551, 620, 722]","[[584, 632], [541, 463], [697, 423], [740, 592]]"
67,./train/cuttings_resized_128/ML-DB-Geo1_slice00415_10.png,ML-DB-Geo1_slice00415_10,0,slice00415,10,15807,"(50.896311760612384, 115.70645916366166)","[629, 552, 722, 795]","[[789, 734], [547, 708], [557, 618], [798, 644]]"
68,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_0.png,ML-DB-Geo1_slice00419_0,0,slice00419,0,22694,"(96.33511060192122, 181.44760729708293)","[32, 472, 240, 841]","[[823, 256], [458, 67], [493, 0], [858, 188]]"
69,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_1.png,ML-DB-Geo1_slice00419_1,0,slice00419,1,9821,"(96.7048162101619, 63.92678953263415)","[127, 501, 335, 638]","[[604, 347], [490, 142], [536, 117], [650, 321]]"
70,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_2.png,ML-DB-Geo1_slice00419_2,0,slice00419,2,18917,"(158.96965692234497, 93.44240630121055)","[135, 427, 428, 624]","[[563, 448], [396, 169], [464, 129], [630, 407]]"
71,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_3.png,ML-DB-Geo1_slice00419_3,0,slice00419,3,11388,"(124.79935019318582, 69.84466104671584)","[143, 363, 378, 512]","[[481, 392], [328, 172], [376, 138], [529, 359]]"
72,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_5.png,ML-DB-Geo1_slice00419_5,0,slice00419,5,17193,"(100.86162973303088, 84.88349909847031)","[260, 730, 462, 896]","[[788, 494], [700, 431], [831, 243], [920, 305]]"
73,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_8.png,ML-DB-Geo1_slice00419_8,0,slice00419,8,24115,"(88.56151772755547, 89.64814430852167)","[444, 542, 629, 736]","[[574, 642], [534, 466], [713, 426], [753, 602]]"
74,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_10.png,ML-DB-Geo1_slice00419_10,0,slice00419,10,12722,"(39.455431535922024, 109.75789970130482)","[646, 550, 721, 784]","[[778, 731], [546, 708], [554, 637], [786, 660]]"
75,./train/cuttings_resized_128/ML-DB-Geo1_slice00419_11.png,ML-DB-Geo1_slice00419_11,0,slice00419,11,13903,"(44.30604905416097, 109.47924908293174)","[802, 440, 896, 656]","[[654, 896], [436, 884], [441, 796], [659, 809]]"
76,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_1.png,ML-DB-Geo1_slice00423_1,0,slice00423,1,9811,"(96.36836204260524, 64.49974518397717)","[127, 501, 333, 638]","[[605, 345], [490, 143], [536, 117], [651, 319]]"
77,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_5.png,ML-DB-Geo1_slice00423_5,0,slice00423,5,17429,"(101.48872568707327, 80.66217224166618)","[263, 741, 462, 908]","[[762, 479], [688, 384], [852, 255], [927, 351]]"
78,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_6.png,ML-DB-Geo1_slice00423_6,0,slice00423,6,47345,"(152.82906325905586, 160.41457387263702)","[426, 61, 699, 391]","[[198, 767], [54, 454], [251, 364], [395, 677]]"
79,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_7.png,ML-DB-Geo1_slice00423_7,0,slice00423,7,28010,"(94.0198500535523, 97.46272759728669)","[450, 536, 641, 739]","[[556, 652], [531, 467], [727, 440], [752, 625]]"
80,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_8.png,ML-DB-Geo1_slice00423_8,0,slice00423,8,6652,"(80.37567648827421, 32.42333132892363)","[457, 845, 620, 914]","[[902, 624], [838, 614], [864, 452], [928, 462]]"
81,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_10.png,ML-DB-Geo1_slice00423_10,0,slice00423,10,10483,"(34.229514451969855, 100.32719641324049)","[654, 550, 721, 772]","[[767, 729], [546, 708], [552, 645], [774, 666]]"
82,./train/cuttings_resized_128/ML-DB-Geo1_slice00423_11.png,ML-DB-Geo1_slice00423_11,0,slice00423,11,14078,"(43.20301179144765, 111.47002415115783)","[802, 436, 895, 654]","[[651, 895], [432, 884], [437, 796], [655, 807]]"
83,./train/cuttings_resized_128/ML-DB-Geo1_slice00427_0.png,ML-DB-Geo1_slice00427_0,0,slice00427,0,22996,"(98.8761958601496, 184.81070620977562)","[30, 471, 240, 841]","[[823, 254], [455, 70], [489, 1], [858, 185]]"
84,./train/cuttings_resized_128/ML-DB-Geo1_slice00427_2.png,ML-DB-Geo1_slice00427_2,0,slice00427,2,20354,"(164.4943991353051, 98.63672988110446)","[129, 425, 435, 628]","[[565, 452], [400, 159], [472, 118], [636, 412]]"
85,./train/cuttings_resized_128/ML-DB-Geo1_slice00427_4.png,ML-DB-Geo1_slice00427_4,0,slice00427,4,40688,"(225.5298613841919, 112.71809870232009)","[149, 223, 564, 474]","[[364, 573], [140, 210], [262, 134], [487, 498]]"
86,./train/cuttings_resized_128/ML-DB-Geo1_slice00427_7.png,ML-DB-Geo1_slice00427_7,0,slice00427,7,32637,"(103.61439470539571, 107.10635168673592)","[452, 530, 657, 744]","[[548, 673], [525, 468], [731, 445], [754, 650]]"
87,./train/cuttings_resized_128/ML-DB-Geo1_slice00427_9.png,ML-DB-Geo1_slice00427_9,0,slice00427,9,6443,"(58.32531429458327, 62.43923638056806)","[566, 708, 685, 821]","[[783, 700], [704, 672], [746, 555], [825, 584]]"
88,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_0.png,ML-DB-Geo1_slice00431_0,0,slice00431,0,23076,"(99.11553128791819, 184.893959091697)","[30, 472, 240, 841]","[[822, 254], [456, 71], [490, 2], [856, 185]]"
89,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_1.png,ML-DB-Geo1_slice00431_1,0,slice00431,1,21146,"(167.974888867871, 99.96538352407075)","[125, 425, 437, 631]","[[568, 454], [393, 162], [465, 118], [640, 411]]"
90,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_2.png,ML-DB-Geo1_slice00431_2,0,slice00431,2,10052,"(97.02019498607243, 65.6174890569041)","[127, 502, 333, 639]","[[605, 345], [492, 144], [540, 117], [652, 318]]"
91,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_5.png,ML-DB-Geo1_slice00431_5,0,slice00431,5,2020,"(28.02128712871287, 39.37178217821782)","[271, 679, 326, 756]","[[693, 336], [673, 307], [737, 264], [757, 293]]"
92,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_6.png,ML-DB-Geo1_slice00431_6,0,slice00431,6,16621,"(97.50628722700199, 69.99554780097468)","[274, 764, 468, 918]","[[779, 475], [709, 371], [861, 269], [931, 374]]"
93,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_8.png,ML-DB-Geo1_slice00431_8,0,slice00431,8,42019,"(139.9071848449511, 154.4698112758514)","[426, 72, 691, 388]","[[239, 765], [65, 461], [237, 363], [411, 666]]"
94,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_9.png,ML-DB-Geo1_slice00431_9,0,slice00431,9,49138,"(121.56225324596036, 149.02366803695713)","[456, 526, 707, 852]","[[807, 725], [490, 633], [552, 419], [869, 511]]"
95,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_10.png,ML-DB-Geo1_slice00431_10,0,slice00431,10,3766,"(70.90467339352098, 21.719065321295805)","[458, 852, 602, 896]","[[884, 603], [842, 596], [867, 454], [908, 462]]"
96,./train/cuttings_resized_128/ML-DB-Geo1_slice00431_12.png,ML-DB-Geo1_slice00431_12,0,slice00431,12,14968,"(43.68132014965259, 111.4319214323891)","[800, 432, 893, 655]","[[649, 899], [426, 879], [434, 792], [657, 813]]"
97,./train/cuttings_resized_128/ML-DB-Geo1_slice00435_0.png,ML-DB-Geo1_slice00435_0,0,slice00435,0,23208,"(100.48547914512237, 185.00891933815925)","[29, 473, 240, 841]","[[821, 253], [457, 71], [492, 3], [856, 185]]"
98,./train/cuttings_resized_128/ML-DB-Geo1_slice00435_1.png,ML-DB-Geo1_slice00435_1,0,slice00435,1,21905,"(170.62844099520657, 101.79310659666743)","[121, 424, 440, 633]","[[568, 454], [391, 159], [465, 115], [642, 410]]"
99,./train/cuttings_resized_128/ML-DB-Geo1_slice00435_2.png,ML-DB-Geo1_slice00435_2,0,slice00435,2,10217,"(98.07918175589704, 67.39610453166291)","[127, 502, 334, 641]","[[604, 347], [495, 145], [543, 119], [652, 321]]"
100,./train/cuttings_resized_128/ML-DB-Geo1_slice00435_6.png,ML-DB-Geo1_slice00435_6,0,slice00435,6,16031,"(93.88147963321066, 71.42305533029754)","[281, 769, 472, 922]","[[786, 478], [716, 373], [863, 274], [933, 379]]"
101,./train/cuttings_resized_128/ML-DB-Geo1_slice00435_9.png,ML-DB-Geo1_slice00435_9,0,slice00435,9,40036,"(135.21120991108003, 144.13690178839045)","[425, 84, 686, 384]","[[250, 759], [68, 463], [235, 360], [417, 656]]"
102,./train/cuttings_resized_128/ML-DB-Geo1_slice00439_0.png,ML-DB-Geo1_slice00439_0,0,slice00439,0,23279,"(102.23635035869238, 185.82125520855706)","[28, 474, 240, 840]","[[821, 253], [459, 72], [492, 4], [855, 185]]"
103,./train/cuttings_resized_128/ML-DB-Geo1_slice00439_2.png,ML-DB-Geo1_slice00439_2,0,slice00439,2,11982,"(140.65915539976632, 72.91679185444833)","[119, 360, 389, 527]","[[489, 406], [324, 146], [372, 116], [537, 375]]"
104,./train/cuttings_resized_128/ML-DB-Geo1_slice00439_3.png,ML-DB-Geo1_slice00439_3,0,slice00439,3,10464,"(99.67928134556576, 70.20814220183486)","[126, 501, 335, 643]","[[606, 348], [496, 146], [544, 119], [654, 322]]"
105,./train/cuttings_resized_128/ML-DB-Geo1_slice00439_4.png,ML-DB-Geo1_slice00439_4,0,slice00439,4,40962,"(227.5687710561008, 112.88936087105122)","[138, 232, 557, 481]","[[375, 567], [146, 195], [266, 121], [495, 493]]"
106,./train/cuttings_resized_128/ML-DB-Geo1_slice00439_6.png,ML-DB-Geo1_slice00439_6,0,slice00439,6,15826,"(93.54176671300392, 69.12984961455832)","[286, 776, 476, 926]","[[794, 482], [722, 376], [865, 279], [937, 385]]"
107,./train/cuttings_resized_128/ML-DB-Geo1_slice00439_9.png,ML-DB-Geo1_slice00439_9,0,slice00439,9,64666,"(127.75730677635852, 173.56935638511737)","[464, 516, 742, 873]","[[812, 765], [470, 642], [553, 412], [894, 535]]"
108,./train/cuttings_resized_128/ML-DB-Geo1_slice00443_1.png,ML-DB-Geo1_slice00443_1,0,slice00443,1,23024,"(175.8950660180681, 103.68732626824183)","[113, 424, 442, 638]","[[567, 453], [404, 141], [481, 100], [645, 413]]"
109,./train/cuttings_resized_128/ML-DB-Geo1_slice00443_2.png,ML-DB-Geo1_slice00443_2,0,slice00443,2,12084,"(141.7248427672956, 72.72740814299901)","[116, 360, 390, 528]","[[490, 406], [326, 142], [373, 113], [537, 377]]"
