,path,rock_type,image_name,best_model_0,best_model_time_0,best_model_1,best_model_time_1,best_model_2,best_model_time_2,best_model_3,best_model_time_3,best_model_4,best_model_time_4
68,./test_new/cuttings_resized_128/ML-V1_slice00640_8.png,0,ML-V1_slice00640_8,1,0.0040100000000000005,1,0.009859999999999999,4,0.008,1,0.009000000000000001,1,0.008
69,./test_new/cuttings_resized_128/ML-V1_slice00640_10.png,0,ML-V1_slice00640_10,2,0.004,0,0.004520000000000001,2,0.008,2,0.0069900000000000006,2,0.00999
70,./test_new/cuttings_resized_128/ML-V1_slice00650_5.png,0,ML-V1_slice00650_5,2,0.004,2,0.008,2,0.006999999999999999,2,0.008,2,0.007
71,./test_new/cuttings_resized_128/ML-V1_slice00660_3.png,0,ML-V1_slice00660_3,2,0.004,0,0.004,2,0.005,0,0.006,2,0.009
72,./test_new/cuttings_resized_128/ML-V1_slice00690_6.png,0,ML-V1_slice00690_6,2,0.004,2,0.0072099999999999985,2,0.006999999999999999,2,0.006999999999999999,2,0.005
73,./test_new/cuttings_resized_128/ML-V1_slice00690_7.png,0,ML-V1_slice00690_7,2,0.004,2,0.006999999999999999,2,0.006999999999999999,2,0.008,2,0.009
74,./test_new/cuttings_resized_128/ML-V1_slice00690_9.png,0,ML-V1_slice00690_9,2,0.004,2,0.006999999999999999,2,0.008,2,0.008,2,0.00694
75,./test_new/cuttings_resized_128/ML-V1_slice00710_7.png,0,ML-V1_slice00710_7,2,0.008,2,0.006959999999999999,2,0.005,2,0.008,2,0.008
76,./test_new/cuttings_resized_128/ML-V1_slice00710_9.png,0,ML-V1_slice00710_9,2,0.008,2,0.006,2,0.00511,2,0.008,2,0.00799
77,./test_new/cuttings_resized_128/ML-V1_slice00710_15.png,0,ML-V1_slice00710_15,2,0.00398,2,0.00344,2,0.008029999999999999,2,0.008,2,0.008
78,./test_new/cuttings_resized_128/ML-V1_slice00720_2.png,0,ML-V1_slice00720_2,2,0.004,2,0.004,2,0.004,0,0.008,0,0.008
79,./test_new/cuttings_resized_128/ML-V1_slice00720_3.png,0,ML-V1_slice00720_3,2,0.00903,2,0.004,2,0.004,2,0.0069900000000000006,2,0.008
80,./test_new/cuttings_resized_128/ML-V1_slice00720_5.png,0,ML-V1_slice00720_5,2,0.004,2,0.004,2,0.00154,2,0.005,2,0.004
81,./test_new/cuttings_resized_128/ML-V1_slice00720_10.png,0,ML-V1_slice00720_10,2,0.008,0,0.00346,2,0.004,0,0.005229999999999999,0,0.01004
82,./test_new/cuttings_resized_128/ML-V1_slice00720_11.png,0,ML-V1_slice00720_11,2,0.00489,2,0.00403,2,0.004,2,0.004,2,0.004
83,./test_new/cuttings_resized_128/ML-V1_slice00730_2.png,0,ML-V1_slice00730_2,2,0.00392,2,0.00513,2,0.008,2,0.00799,2,0.008
84,./test_new/cuttings_resized_128/ML-V1_slice00730_6.png,0,ML-V1_slice00730_6,2,0.0050100000000000006,2,0.00797,2,0.00606,2,0.004,2,0.008
85,./test_new/cuttings_resized_128/ML-V1_slice00730_7.png,0,ML-V1_slice00730_7,2,0.006,2,0.0075,2,0.005,2,0.010329999999999999,2,0.004
86,./test_new/cuttings_resized_128/ML-V1_slice00730_11.png,0,ML-V1_slice00730_11,4,0.006,4,0.00387,4,0.00878,2,0.005,2,0.00815
87,./test_new/cuttings_resized_128/ML-V1_slice00740_2.png,0,ML-V1_slice00740_2,3,0.0040100000000000005,2,0.0040100000000000005,2,0.007559999999999998,2,0.006,2,0.006
88,./test_new/cuttings_resized_128/ML-V1_slice00740_5.png,0,ML-V1_slice00740_5,2,0.008,2,0.00403,2,0.005,2,0.00499,2,0.00653
89,./test_new/cuttings_resized_128/ML-V1_slice00750_0.png,0,ML-V1_slice00750_0,2,0.005,2,0.00815,2,0.006999999999999999,2,0.00602,2,0.00505
90,./test_new/cuttings_resized_128/ML-V1_slice00750_10.png,0,ML-V1_slice00750_10,2,0.0061600000000000005,2,0.00396,2,0.0075200000000000015,2,0.0061600000000000005,2,0.00399
91,./test_new/cuttings_resized_128/ML-V1_slice00760_5.png,0,ML-V1_slice00760_5,2,0.00602,2,0.004,2,0.005,2,0.0071,2,0.01003
92,./test_new/cuttings_resized_128/ML-V1_slice00770_0.png,0,ML-V1_slice00770_0,2,0.0040100000000000005,2,0.006999999999999999,2,0.00402,2,0.004,2,0.008
93,./test_new/cuttings_resized_128/ML-V1_slice00770_3.png,0,ML-V1_slice00770_3,2,0.006520000000000001,2,0.004,2,0.00397,2,0.00399,2,0.00697
94,./test_new/cuttings_resized_128/ML-V1_slice00770_4.png,0,ML-V1_slice00770_4,2,0.004,2,0.00352,2,0.008,2,0.008,0,0.0053
95,./test_new/cuttings_resized_128/ML-V1_slice00770_11.png,0,ML-V1_slice00770_11,2,0.00744,2,0.0044,2,0.004,3,0.008,2,0.008
96,./test_new/cuttings_resized_128/ML-V1_slice00780_6.png,0,ML-V1_slice00780_6,2,0.005,2,0.008,2,0.00604,2,0.00602,2,0.004
97,./test_new/cuttings_resized_128/ML-V1_slice00780_9.png,0,ML-V1_slice00780_9,2,0.00397,2,0.00801,3,0.004,2,0.008,2,0.008
98,./test_new/cuttings_resized_128/ML-V1_slice00800_7.png,0,ML-V1_slice00800_7,2,0.01006,2,0.0070799999999999995,2,0.00798,2,0.004,2,0.01002
99,./test_new/cuttings_resized_128/ML-V1_slice00820_4.png,0,ML-V1_slice00820_4,2,0.0071,2,0.004,2,0.008020000000000001,2,0.004,2,0.008
100,./test_new/cuttings_resized_128/ML-V1_slice00830_3.png,0,ML-V1_slice00830_3,2,0.0040100000000000005,2,0.004,2,0.009000000000000001,2,0.00799,2,0.01241
101,./test_new/cuttings_resized_128/ML-V1_slice00840_5.png,0,ML-V1_slice00840_5,0,0.00798,2,0.004,0,0.00801,0,0.004,0,0.008
102,./test_new/cuttings_resized_128/ML-V1_slice00850_5.png,0,ML-V1_slice00850_5,2,0.004,2,0.004,0,0.00498,0,0.00303,0,0.008
103,./test_new/cuttings_resized_128/ML-V1_slice00850_13.png,0,ML-V1_slice00850_13,2,0.004,2,0.004,2,0.004,2,0.00799,2,0.007
104,./test_new/cuttings_resized_128/ML-V1_slice00860_1.png,0,ML-V1_slice00860_1,2,0.00399,2,0.00835,2,0.008,2,0.008,2,0.008
105,./test_new/cuttings_resized_128/ML-V1_slice00870_5.png,0,ML-V1_slice00870_5,2,0.004,0,0.005,2,0.005,0,0.00603,0,0.008
106,./test_new/cuttings_resized_128/ML-V1_slice00880_4.png,0,ML-V1_slice00880_4,2,0.00606,2,0.004,2,0.005,2,0.004,2,0.00606
107,./test_new/cuttings_resized_128/ML-V1_slice00890_2.png,0,ML-V1_slice00890_2,2,0.004,2,0.005,2,0.008,2,0.00399,2,0.008
108,./test_new/cuttings_resized_128/ML-V1_slice00890_3.png,0,ML-V1_slice00890_3,2,0.00504,2,0.004,2,0.006999999999999999,2,0.004,2,0.00399
109,./test_new/cuttings_resized_128/ML-V1_slice00890_15.png,0,ML-V1_slice00890_15,2,0.004520000000000001,2,0.004,2,0.00798,2,0.008,2,0.008
110,./test_new/cuttings_resized_128/ML-V1_slice00900_5.png,0,ML-V1_slice00900_5,2,0.004,2,0.005,2,0.00765,2,0.00702,2,0.004
111,./test_new/cuttings_resized_128/ML-V1_slice00910_11.png,0,ML-V1_slice00910_11,2,0.0040100000000000005,2,0.005,2,0.00159,2,0.00798,0,0.008
112,./test_new/cuttings_resized_128/ML-V1_slice00920_11.png,0,ML-V1_slice00920_11,2,0.004,2,0.006,2,0.00797,2,0.00396,2,0.004
113,./test_new/cuttings_resized_128/ML-V1_slice00920_13.png,0,ML-V1_slice00920_13,2,0.006999999999999999,2,0.006,2,0.005,2,0.004,2,0.01005
114,./test_new/cuttings_resized_128/ML-V1_slice00950_11.png,0,ML-V1_slice00950_11,2,0.00514,2,0.004,2,0.004,2,0.004,2,0.008
115,./test_new/cuttings_resized_128/ML-V1_slice00950_15.png,0,ML-V1_slice00950_15,2,0.00503,2,0.005,2,0.00596,2,0.0074,2,0.00796
116,./test_new/cuttings_resized_128/ML-V1_slice00960_3.png,0,ML-V1_slice00960_3,2,0.004,2,0.004,2,0.005,2,0.005,2,0.01003
117,./test_new/cuttings_resized_128/ML-V1_slice00960_10.png,0,ML-V1_slice00960_10,2,0.008020000000000001,2,0.00399,2,0.005,2,0.005,2,0.004
118,./test_new/cuttings_resized_128/ML-V1_slice00970_12.png,0,ML-V1_slice00970_12,2,0.008,2,0.005,2,0.00493,2,0.008,2,0.004
119,./test_new/cuttings_resized_128/ML-V1_slice00980_2.png,0,ML-V1_slice00980_2,2,0.00902,2,0.004,4,0.004,2,0.004,2,0.004
120,./test_new/cuttings_resized_128/ML-V1_slice00980_5.png,0,ML-V1_slice00980_5,2,0.0040100000000000005,2,0.004,2,0.00801,2,0.01098,2,0.008
121,./test_new/cuttings_resized_128/ML-V1_slice00980_6.png,0,ML-V1_slice00980_6,2,0.0040100000000000005,2,0.005,2,0.00397,0,0.004,0,0.004
122,./test_new/cuttings_resized_128/ML-V1_slice00990_9.png,0,ML-V1_slice00990_9,2,0.004,2,0.005,2,0.008,2,0.0069900000000000006,2,0.008
123,./test_new/cuttings_resized_128/ML-V1_slice00990_11.png,0,ML-V1_slice00990_11,2,0.004,2,0.005,2,0.004,2,0.004,2,0.004
124,./test_new/cuttings_resized_128/ML-V1_slice01000_10.png,0,ML-V1_slice01000_10,2,0.0040100000000000005,3,0.005,2,0.00602,2,0.004,2,0.004
125,./test_new/cuttings_resized_128/ML-V1_slice01010_6.png,0,ML-V1_slice01010_6,2,0.005,2,0.00403,2,0.008,2,0.0069700000000000005,2,0.00616
126,./test_new/cuttings_resized_128/ML-V1_slice01020_3.png,0,ML-V1_slice01020_3,2,0.005,2,0.00398,2,0.004,2,0.004,2,0.00397
127,./test_new/cuttings_resized_128/ML-V1_slice01020_8.png,0,ML-V1_slice01020_8,2,0.0040100000000000005,0,0.006999999999999999,2,0.008,0,0.0030800000000000003,2,0.00603
128,./test_new/cuttings_resized_128/ML-V1_slice01030_1.png,0,ML-V1_slice01030_1,2,0.0040100000000000005,2,0.00502,2,0.00398,2,0.008,2,0.00498
129,./test_new/cuttings_resized_128/ML-V1_slice01030_2.png,0,ML-V1_slice01030_2,2,0.00555,2,0.0058,2,0.004,2,0.0069,2,0.005
130,./test_new/cuttings_resized_128/ML-V1_slice01050_2.png,0,ML-V1_slice01050_2,2,0.008,2,0.006,2,0.004,2,0.004,2,0.00397
131,./test_new/cuttings_resized_128/ML-V1_slice01050_4.png,0,ML-V1_slice01050_4,2,0.00398,2,0.006,2,0.008,2,0.005,2,0.00792
132,./test_new/cuttings_resized_128/ML-V1_slice01050_5.png,0,ML-V1_slice01050_5,2,0.004,2,0.006999999999999999,2,0.008,2,0.005,2,0.00396
133,./test_new/cuttings_resized_128/ML-V1_slice01050_11.png,0,ML-V1_slice01050_11,3,0.008,3,0.005,2,0.00397,2,0.005,2,0.00499
134,./test_new/cuttings_resized_128/ML-V1_slice01060_13.png,0,ML-V1_slice01060_13,2,0.004,2,0.00601,2,0.006999999999999999,2,0.006,2,0.008
135,./test_new/cuttings_resized_128/ML-V1_slice01070_0.png,0,ML-V1_slice01070_0,2,0.00399,2,0.005,2,0.004,2,0.006999999999999999,2,0.008
136,./test_new/cuttings_resized_128/ML-V1_slice01070_4.png,0,ML-V1_slice01070_4,2,0.00487,2,0.006999999999999999,2,0.008,2,0.006,2,0.00497
137,./test_new/cuttings_resized_128/ML-V1_slice01070_9.png,0,ML-V1_slice01070_9,2,0.0049700000000000005,2,0.00499,0,0.008,0,0.008,0,0.004
138,./test_new/cuttings_resized_128/ML-V1_slice01080_4.png,0,ML-V1_slice01080_4,2,0.004,2,0.004,2,0.004,2,0.008,2,0.004
139,./test_new/cuttings_resized_128/ML-V1_slice01080_9.png,0,ML-V1_slice01080_9,2,0.0105,2,0.004,2,0.00398,2,0.008,2,0.00399
140,./test_new/cuttings_resized_128/ML-V1_slice01090_8.png,0,ML-V1_slice01090_8,2,0.004,4,0.005,2,0.0040100000000000005,2,0.005,2,0.00709
141,./test_new/cuttings_resized_128/ML-V1_slice01100_8.png,0,ML-V1_slice01100_8,2,0.004,2,0.006,2,0.004,2,0.006,2,0.008
142,./test_new/cuttings_resized_128/ML-V1_slice01110_1.png,0,ML-V1_slice01110_1,2,0.00494,2,0.005,2,0.006999999999999999,2,0.006999999999999999,2,0.008
143,./test_new/cuttings_resized_128/ML-V1_slice01110_4.png,0,ML-V1_slice01110_4,2,0.00903,2,0.005,2,0.006999999999999999,2,0.006,2,0.004
144,./test_new/cuttings_resized_128/ML-V1_slice01110_9.png,0,ML-V1_slice01110_9,2,0.0040100000000000005,2,0.006520000000000001,2,0.006999999999999999,2,0.008,2,0.004
145,./test_new/cuttings_resized_128/ML-V1_slice01110_13.png,0,ML-V1_slice01110_13,2,0.00707,2,0.006,2,0.004,2,0.008,2,0.00754
146,./test_new/cuttings_resized_128/ML-V1_slice01120_4.png,0,ML-V1_slice01120_4,2,0.00708,2,0.006,2,0.00807,2,0.006999999999999999,2,0.00801
147,./test_new/cuttings_resized_128/ML-V1_slice01120_6.png,0,ML-V1_slice01120_6,2,0.004,2,0.004,2,0.008,2,0.00896,2,0.00801
148,./test_new/cuttings_resized_128/ML-V1_slice01120_10.png,0,ML-V1_slice01120_10,2,0.008,2,0.006999999999999999,2,0.00799,2,0.006,2,0.008
149,./test_new/cuttings_resized_128/ML-V1_slice01130_9.png,0,ML-V1_slice01130_9,2,0.008,2,0.006,2,0.004,2,0.0059700000000000005,2,0.00401
150,./test_new/cuttings_resized_128/ML-V1_slice01140_2.png,0,ML-V1_slice01140_2,2,0.00608,2,0.006809999999999999,2,0.004,2,0.0069900000000000006,2,0.008
151,./test_new/cuttings_resized_128/ML-V1_slice01140_6.png,0,ML-V1_slice01140_6,2,0.004,2,0.005,2,0.00614,2,0.008,2,0.008
152,./test_new/cuttings_resized_128/ML-V1_slice01140_10.png,0,ML-V1_slice01140_10,2,0.00398,2,0.00499,2,0.00394,2,0.0069900000000000006,2,0.00398
153,./test_new/cuttings_resized_128/ML-V1_slice01150_5.png,0,ML-V1_slice01150_5,2,0.008,2,0.006,2,0.00614,2,0.006999999999999999,2,0.008
154,./test_new/cuttings_resized_128/ML-V1_slice01150_9.png,0,ML-V1_slice01150_9,2,0.00599,2,0.005,2,0.00593,2,0.00797,2,0.00981
155,./test_new/cuttings_resized_128/ML-V1_slice01160_2.png,0,ML-V1_slice01160_2,2,0.004,2,0.006999999999999999,2,0.004,2,0.006999999999999999,2,0.007
156,./test_new/cuttings_resized_128/ML-V1_slice01170_8.png,0,ML-V1_slice01170_8,2,0.004,2,0.006,2,0.00202,2,0.005,2,0.00504
157,./test_new/cuttings_resized_128/ML-V1_slice01180_3.png,0,ML-V1_slice01180_3,2,0.004,2,0.00599,2,0.006,2,0.00499,2,0.008
158,./test_new/cuttings_resized_128/ML-V1_slice01180_5.png,0,ML-V1_slice01180_5,2,0.004,2,0.006999999999999999,4,0.004,2,0.00703,2,0.008
159,./test_new/cuttings_resized_128/ML-V1_slice01180_6.png,0,ML-V1_slice01180_6,2,0.00604,2,0.00613,2,0.008140000000000001,2,0.006,2,0.00399
160,./test_new/cuttings_resized_128/ML-V1_slice01190_2.png,0,ML-V1_slice01190_2,2,0.004,2,0.004,2,0.008,2,0.008,2,0.00399
161,./test_new/cuttings_resized_128/ML-V1_slice01190_11.png,0,ML-V1_slice01190_11,2,0.007759999999999999,2,0.00398,2,0.008,2,0.0049700000000000005,2,0.00752
162,./test_new/cuttings_resized_128/ML-V1_slice01200_5.png,0,ML-V1_slice01200_5,3,0.00114,2,0.00495,2,0.00601,2,0.005,2,0.008
163,./test_new/cuttings_resized_128/ML-V1_slice01210_5.png,0,ML-V1_slice01210_5,2,0.004,2,0.004,2,0.008,2,0.006,2,0.004
164,./test_new/cuttings_resized_128/ML-V1_slice01210_6.png,0,ML-V1_slice01210_6,2,0.004,2,0.00396,2,0.004,2,0.00599,2,0.008
165,./test_new/cuttings_resized_128/ML-V1_slice01220_0.png,0,ML-V1_slice01220_0,2,0.00397,2,0.005,2,0.00994,2,0.005,2,0.00603
166,./test_new/cuttings_resized_128/ML-V1_slice01240_5.png,0,ML-V1_slice01240_5,2,0.00801,2,0.00645,2,0.004,2,0.008,2,0.00452
