,Paths,Folders,Label
121,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
122,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
123,../Data/Train/BL3-1-DL\slice00910 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
124,../Data/Train/BL3-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
125,../Data/Train/BL3-1-DL\slice00250 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
126,../Data/Train/BL3-1-DL\slice00270 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
127,../Data/Train/BL3-1-DL\slice01140 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
128,../Data/Train/BL3-1-DL\slice00240 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
129,../Data/Train/BL3-1-DL\slice00300 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
130,../Data/Train/BL3-1-DL\slice00250 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
131,../Data/Train/BL3-1-DL\slice00210 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
132,../Data/Train/BL3-1-DL\slice01320 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
133,../Data/Train/BL3-1-DL\slice00560 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,BL3-1-DL/,0
134,../Data/Train/BL3-1-DL\slice00290 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
135,../Data/Train/BL3-1-DL\slice00230 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
136,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
137,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
138,../Data/Train/BL3-1-DL\slice00520 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
139,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
140,../Data/Train/BL3-1-DL\slice00900 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
141,../Data/Train/BL3-1-DL\slice00640 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
142,../Data/Train/BL3-1-DL\slice00410 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
143,../Data/Train/BL3-1-DL\slice00740 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
144,../Data/Train/BL3-1-DL\slice00810 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
145,../Data/Train/BL3-1-DL\slice00950 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
146,../Data/Train/BL3-1-DL\slice00530 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
147,../Data/Train/BL3-1-DL\slice00530 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
148,../Data/Train/BL3-1-DL\slice01030 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
149,../Data/Train/BL3-1-DL\slice01320 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
150,../Data/Train/BL3-1-DL\slice00850 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
151,../Data/Train/BL3-1-DL\slice00310 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
152,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
153,../Data/Train/BL3-1-DL\slice00510 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,BL3-1-DL/,0
154,../Data/Train/BL3-1-DL\slice00550 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
155,../Data/Train/BL3-1-DL\slice00590 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
156,../Data/Train/BL3-1-DL\slice00220 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
157,../Data/Train/BL3-1-DL\slice00980 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
158,../Data/Train/BL3-1-DL\slice00690 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
159,../Data/Train/BL3-1-DL\slice00750 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
160,../Data/Train/BL3-1-DL\slice00490 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
161,../Data/Train/BL3-1-DL\slice00400 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
162,../Data/Train/BL3-1-DL\slice00580 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
163,../Data/Train/BL3-1-DL\slice00500 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
164,../Data/Train/BL3-1-DL\slice01250 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
165,../Data/Train/BL3-1-DL\slice00360 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
166,../Data/Train/BL3-1-DL\slice00970 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
167,../Data/Train/BL3-1-DL\slice00770 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
168,../Data/Train/BL3-1-DL\slice01010 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
169,../Data/Train/BL3-1-DL\slice01120 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
170,../Data/Train/BL3-1-DL\slice00860 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,BL3-1-DL/,0
171,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,BL3-1-DL/,0
172,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
173,../Data/Train/BL3-1-DL\slice00330 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
174,../Data/Train/BL3-1-DL\slice00230 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
175,../Data/Train/BL3-1-DL\slice00780 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
176,../Data/Train/BL3-1-DL\slice00330 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
177,../Data/Train/BL3-1-DL\slice00740 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
178,../Data/Train/BL3-1-DL\slice00960 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
179,../Data/Train/BL3-1-DL\slice01080 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
180,../Data/Train/BL3-1-DL\slice00460 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
181,../Data/Train/BL3-1-DL\slice00840 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
182,../Data/Train/BL3-1-DL\slice01290 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
183,../Data/Train/BL3-1-DL\slice00340 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
184,../Data/Train/BL3-1-DL\slice00580 (2020_05_17 16_28_34 UTC)_mar_raw_9.png,BL3-1-DL/,0
185,../Data/Train/BL3-1-DL\slice00790 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
186,../Data/Train/BL3-1-DL\slice00540 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
187,../Data/Train/BL3-1-DL\slice00860 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
188,../Data/Train/BL3-1-DL\slice01120 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
189,../Data/Train/BL3-1-DL\slice00370 (2020_05_17 16_28_34 UTC)_mar_raw_7.png,BL3-1-DL/,0
190,../Data/Train/BL3-1-DL\slice00960 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
191,../Data/Train/BL3-1-DL\slice00250 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
192,../Data/Train/BL3-1-DL\slice00520 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
193,../Data/Train/BL3-1-DL\slice00900 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
194,../Data/Train/BL3-1-DL\slice00730 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
195,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
196,../Data/Train/BL3-1-DL\slice00390 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
197,../Data/Train/BL3-1-DL\slice00330 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
198,../Data/Train/BL3-1-DL\slice00610 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
199,../Data/Train/BL3-1-DL\slice00350 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
200,../Data/Train/BL3-1-DL\slice01210 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
201,../Data/Train/BL3-1-DL\slice00450 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
202,../Data/Train/BL3-1-DL\slice00650 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
203,../Data/Train/BL3-1-DL\slice00220 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
204,../Data/Train/BL3-1-DL\slice00280 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
205,../Data/Train/BL3-1-DL\slice01330 (2020_05_17 16_28_34 UTC)_mar_raw_1.png,BL3-1-DL/,0
206,../Data/Train/BL3-1-DL\slice00470 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
207,../Data/Train/BL3-1-DL\slice01160 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
208,../Data/Train/BL3-1-DL\slice00540 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-1-DL/,0
209,../Data/Train/BL3-1-DL\slice01190 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
210,../Data/Train/BL3-1-DL\slice01130 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
211,../Data/Train/BL3-1-DL\slice01150 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-1-DL/,0
212,../Data/Train/BL3-1-DL\slice01190 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
213,../Data/Train/BL3-1-DL\slice00900 (2020_05_17 16_28_34 UTC)_mar_raw_4.png,BL3-1-DL/,0
214,../Data/Train/BL3-1-DL\slice00230 (2020_05_17 16_28_34 UTC)_mar_raw_8.png,BL3-1-DL/,0
215,../Data/Train/BL3-1-DL\slice00210 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
216,../Data/Train/BL3-1-DL\slice01000 (2020_05_17 16_28_34 UTC)_mar_raw_3.png,BL3-1-DL/,0
217,../Data/Train/BL3-1-DL\slice00440 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-1-DL/,0
