,Paths,Label
37,../Data/Test_New/ML-V1\slice00270_mar_raw_5.png,3
38,../Data/Test_New/ML-V1\slice00280_mar_raw_1.png,3
39,../Data/Test_New/ML-V1\slice00280_mar_raw_2.png,3
40,../Data/Test_New/ML-V1\slice00280_mar_raw_3.png,3
41,../Data/Test_New/ML-V1\slice00280_mar_raw_4.png,3
42,../Data/Test_New/ML-V1\slice00280_mar_raw_5.png,3
43,../Data/Test_New/ML-V1\slice00290_mar_raw_1.png,3
44,../Data/Test_New/ML-V1\slice00290_mar_raw_2.png,3
45,../Data/Test_New/ML-V1\slice00290_mar_raw_3.png,3
46,../Data/Test_New/ML-V1\slice00290_mar_raw_4.png,3
47,../Data/Test_New/ML-V1\slice00290_mar_raw_5.png,3
48,../Data/Test_New/ML-V1\slice00290_mar_raw_6.png,3
49,../Data/Test_New/ML-V1\slice00290_mar_raw_7.png,3
50,../Data/Test_New/ML-V1\slice00300_mar_raw_1.png,3
51,../Data/Test_New/ML-V1\slice00300_mar_raw_2.png,3
52,../Data/Test_New/ML-V1\slice00300_mar_raw_3.png,3
53,../Data/Test_New/ML-V1\slice00300_mar_raw_4.png,3
54,../Data/Test_New/ML-V1\slice00300_mar_raw_5.png,3
55,../Data/Test_New/ML-V1\slice00300_mar_raw_6.png,3
56,../Data/Test_New/ML-V1\slice00310_mar_raw_1.png,3
57,../Data/Test_New/ML-V1\slice00310_mar_raw_2.png,3
58,../Data/Test_New/ML-V1\slice00310_mar_raw_3.png,3
59,../Data/Test_New/ML-V1\slice00310_mar_raw_4.png,3
60,../Data/Test_New/ML-V1\slice00310_mar_raw_5.png,3
61,../Data/Test_New/ML-V1\slice00310_mar_raw_6.png,3
62,../Data/Test_New/ML-V1\slice00320_mar_raw_1.png,3
63,../Data/Test_New/ML-V1\slice00320_mar_raw_2.png,3
64,../Data/Test_New/ML-V1\slice00320_mar_raw_3.png,3
65,../Data/Test_New/ML-V1\slice00320_mar_raw_4.png,3
66,../Data/Test_New/ML-V1\slice00320_mar_raw_5.png,3
67,../Data/Test_New/ML-V1\slice00320_mar_raw_6.png,3
68,../Data/Test_New/ML-V1\slice00330_mar_raw_1.png,3
69,../Data/Test_New/ML-V1\slice00330_mar_raw_2.png,3
70,../Data/Test_New/ML-V1\slice00330_mar_raw_3.png,3
71,../Data/Test_New/ML-V1\slice00330_mar_raw_4.png,3
72,../Data/Test_New/ML-V1\slice00330_mar_raw_5.png,3
73,../Data/Test_New/ML-V1\slice00330_mar_raw_6.png,3
74,../Data/Test_New/ML-V1\slice00340_mar_raw_1.png,3
75,../Data/Test_New/ML-V1\slice00340_mar_raw_2.png,3
76,../Data/Test_New/ML-V1\slice00340_mar_raw_3.png,3
77,../Data/Test_New/ML-V1\slice00340_mar_raw_4.png,3
78,../Data/Test_New/ML-V1\slice00340_mar_raw_5.png,3
79,../Data/Test_New/ML-V1\slice00340_mar_raw_6.png,3
80,../Data/Test_New/ML-V1\slice00350_mar_raw_1.png,3
81,../Data/Test_New/ML-V1\slice00350_mar_raw_2.png,3
82,../Data/Test_New/ML-V1\slice00350_mar_raw_3.png,3
83,../Data/Test_New/ML-V1\slice00350_mar_raw_4.png,3
84,../Data/Test_New/ML-V1\slice00350_mar_raw_5.png,3
85,../Data/Test_New/ML-V1\slice00350_mar_raw_6.png,3
86,../Data/Test_New/ML-V1\slice00350_mar_raw_7.png,3
87,../Data/Test_New/ML-V1\slice00360_mar_raw_1.png,3
88,../Data/Test_New/ML-V1\slice00360_mar_raw_2.png,3
89,../Data/Test_New/ML-V1\slice00360_mar_raw_3.png,3
90,../Data/Test_New/ML-V1\slice00360_mar_raw_4.png,3
91,../Data/Test_New/ML-V1\slice00360_mar_raw_5.png,3
92,../Data/Test_New/ML-V1\slice00360_mar_raw_6.png,3
93,../Data/Test_New/ML-V1\slice00360_mar_raw_7.png,3
94,../Data/Test_New/ML-V1\slice00370_mar_raw_1.png,3
95,../Data/Test_New/ML-V1\slice00370_mar_raw_2.png,3
96,../Data/Test_New/ML-V1\slice00370_mar_raw_3.png,3
97,../Data/Test_New/ML-V1\slice00370_mar_raw_4.png,3
98,../Data/Test_New/ML-V1\slice00370_mar_raw_5.png,3
99,../Data/Test_New/ML-V1\slice00370_mar_raw_6.png,3
100,../Data/Test_New/ML-V1\slice00370_mar_raw_7.png,3
101,../Data/Test_New/ML-V1\slice00380_mar_raw_1.png,3
102,../Data/Test_New/ML-V1\slice00380_mar_raw_2.png,3
103,../Data/Test_New/ML-V1\slice00380_mar_raw_3.png,3
104,../Data/Test_New/ML-V1\slice00380_mar_raw_4.png,3
105,../Data/Test_New/ML-V1\slice00380_mar_raw_5.png,3
106,../Data/Test_New/ML-V1\slice00380_mar_raw_6.png,3
107,../Data/Test_New/ML-V1\slice00380_mar_raw_7.png,3
108,../Data/Test_New/ML-V1\slice00390_mar_raw_1.png,3
109,../Data/Test_New/ML-V1\slice00390_mar_raw_2.png,3
110,../Data/Test_New/ML-V1\slice00390_mar_raw_3.png,3
111,../Data/Test_New/ML-V1\slice00390_mar_raw_4.png,3
112,../Data/Test_New/ML-V1\slice00390_mar_raw_5.png,3
113,../Data/Test_New/ML-V1\slice00390_mar_raw_6.png,3
114,../Data/Test_New/ML-V1\slice00390_mar_raw_7.png,3
115,../Data/Test_New/ML-V1\slice00400_mar_raw_1.png,3
116,../Data/Test_New/ML-V1\slice00400_mar_raw_2.png,3
117,../Data/Test_New/ML-V1\slice00400_mar_raw_3.png,3
118,../Data/Test_New/ML-V1\slice00400_mar_raw_4.png,3
119,../Data/Test_New/ML-V1\slice00400_mar_raw_5.png,3
120,../Data/Test_New/ML-V1\slice00400_mar_raw_6.png,3
121,../Data/Test_New/ML-V1\slice00400_mar_raw_7.png,3
122,../Data/Test_New/ML-V1\slice00410_mar_raw_1.png,3
123,../Data/Test_New/ML-V1\slice00410_mar_raw_2.png,3
124,../Data/Test_New/ML-V1\slice00410_mar_raw_3.png,3
125,../Data/Test_New/ML-V1\slice00410_mar_raw_4.png,3
126,../Data/Test_New/ML-V1\slice00410_mar_raw_5.png,3
127,../Data/Test_New/ML-V1\slice00410_mar_raw_6.png,3
128,../Data/Test_New/ML-V1\slice00410_mar_raw_7.png,3
129,../Data/Test_New/ML-V1\slice00410_mar_raw_8.png,3
130,../Data/Test_New/ML-V1\slice00420_mar_raw_1.png,3
131,../Data/Test_New/ML-V1\slice00420_mar_raw_2.png,3
132,../Data/Test_New/ML-V1\slice00420_mar_raw_3.png,3
133,../Data/Test_New/ML-V1\slice00420_mar_raw_4.png,3
134,../Data/Test_New/ML-V1\slice00420_mar_raw_5.png,3
135,../Data/Test_New/ML-V1\slice00420_mar_raw_6.png,3
136,../Data/Test_New/ML-V1\slice00420_mar_raw_7.png,3
137,../Data/Test_New/ML-V1\slice00420_mar_raw_8.png,3
138,../Data/Test_New/ML-V1\slice00430_mar_raw_1.png,3
139,../Data/Test_New/ML-V1\slice00430_mar_raw_2.png,3
140,../Data/Test_New/ML-V1\slice00430_mar_raw_3.png,3
141,../Data/Test_New/ML-V1\slice00430_mar_raw_4.png,3
142,../Data/Test_New/ML-V1\slice00430_mar_raw_5.png,3
143,../Data/Test_New/ML-V1\slice00430_mar_raw_6.png,3
144,../Data/Test_New/ML-V1\slice00430_mar_raw_7.png,3
145,../Data/Test_New/ML-V1\slice00430_mar_raw_8.png,3
146,../Data/Test_New/ML-V1\slice00440_mar_raw_1.png,3
147,../Data/Test_New/ML-V1\slice00440_mar_raw_2.png,3
148,../Data/Test_New/ML-V1\slice00440_mar_raw_3.png,3
149,../Data/Test_New/ML-V1\slice00440_mar_raw_4.png,3
150,../Data/Test_New/ML-V1\slice00440_mar_raw_5.png,3
151,../Data/Test_New/ML-V1\slice00440_mar_raw_6.png,3
152,../Data/Test_New/ML-V1\slice00440_mar_raw_7.png,3
153,../Data/Test_New/ML-V1\slice00440_mar_raw_8.png,3
154,../Data/Test_New/ML-V1\slice00450_mar_raw_1.png,3
155,../Data/Test_New/ML-V1\slice00450_mar_raw_2.png,3
156,../Data/Test_New/ML-V1\slice00450_mar_raw_3.png,3
157,../Data/Test_New/ML-V1\slice00450_mar_raw_4.png,3
158,../Data/Test_New/ML-V1\slice00450_mar_raw_5.png,3
159,../Data/Test_New/ML-V1\slice00450_mar_raw_6.png,3
160,../Data/Test_New/ML-V1\slice00450_mar_raw_7.png,3
161,../Data/Test_New/ML-V1\slice00460_mar_raw_1.png,3
162,../Data/Test_New/ML-V1\slice00460_mar_raw_2.png,3
163,../Data/Test_New/ML-V1\slice00460_mar_raw_3.png,3
164,../Data/Test_New/ML-V1\slice00460_mar_raw_4.png,3
165,../Data/Test_New/ML-V1\slice00460_mar_raw_5.png,3
166,../Data/Test_New/ML-V1\slice00460_mar_raw_6.png,3
167,../Data/Test_New/ML-V1\slice00460_mar_raw_7.png,3
168,../Data/Test_New/ML-V1\slice00470_mar_raw_1.png,3
169,../Data/Test_New/ML-V1\slice00470_mar_raw_2.png,3
170,../Data/Test_New/ML-V1\slice00470_mar_raw_3.png,3
171,../Data/Test_New/ML-V1\slice00470_mar_raw_4.png,3
172,../Data/Test_New/ML-V1\slice00470_mar_raw_5.png,3
173,../Data/Test_New/ML-V1\slice00470_mar_raw_6.png,3
174,../Data/Test_New/ML-V1\slice00470_mar_raw_7.png,3
175,../Data/Test_New/ML-V1\slice00480_mar_raw_1.png,3
176,../Data/Test_New/ML-V1\slice00480_mar_raw_2.png,3
177,../Data/Test_New/ML-V1\slice00480_mar_raw_3.png,3
178,../Data/Test_New/ML-V1\slice00480_mar_raw_4.png,3
179,../Data/Test_New/ML-V1\slice00480_mar_raw_5.png,3
180,../Data/Test_New/ML-V1\slice00480_mar_raw_6.png,3
181,../Data/Test_New/ML-V1\slice00480_mar_raw_7.png,3
182,../Data/Test_New/ML-V1\slice00480_mar_raw_8.png,3
183,../Data/Test_New/ML-V1\slice00480_mar_raw_9.png,3
184,../Data/Test_New/ML-V1\slice00490_mar_raw_1.png,3
185,../Data/Test_New/ML-V1\slice00490_mar_raw_2.png,3
186,../Data/Test_New/ML-V1\slice00490_mar_raw_3.png,3
187,../Data/Test_New/ML-V1\slice00490_mar_raw_4.png,3
188,../Data/Test_New/ML-V1\slice00490_mar_raw_5.png,3
189,../Data/Test_New/ML-V1\slice00490_mar_raw_6.png,3
190,../Data/Test_New/ML-V1\slice00490_mar_raw_7.png,3
191,../Data/Test_New/ML-V1\slice00490_mar_raw_8.png,3
192,../Data/Test_New/ML-V1\slice00500_mar_raw_1.png,3
193,../Data/Test_New/ML-V1\slice00500_mar_raw_2.png,3
194,../Data/Test_New/ML-V1\slice00500_mar_raw_3.png,3
195,../Data/Test_New/ML-V1\slice00500_mar_raw_4.png,3
196,../Data/Test_New/ML-V1\slice00500_mar_raw_5.png,3
197,../Data/Test_New/ML-V1\slice00500_mar_raw_6.png,3
198,../Data/Test_New/ML-V1\slice00500_mar_raw_7.png,3
199,../Data/Test_New/ML-V1\slice00500_mar_raw_8.png,3
200,../Data/Test_New/ML-V1\slice00510_mar_raw_1.png,3
201,../Data/Test_New/ML-V1\slice00510_mar_raw_2.png,3
202,../Data/Test_New/ML-V1\slice00510_mar_raw_3.png,3
203,../Data/Test_New/ML-V1\slice00510_mar_raw_4.png,3
204,../Data/Test_New/ML-V1\slice00510_mar_raw_5.png,3
205,../Data/Test_New/ML-V1\slice00510_mar_raw_6.png,3
206,../Data/Test_New/ML-V1\slice00510_mar_raw_7.png,3
207,../Data/Test_New/ML-V1\slice00510_mar_raw_8.png,3
208,../Data/Test_New/ML-V1\slice00520_mar_raw_1.png,3
209,../Data/Test_New/ML-V1\slice00520_mar_raw_2.png,3
210,../Data/Test_New/ML-V1\slice00520_mar_raw_3.png,3
211,../Data/Test_New/ML-V1\slice00520_mar_raw_4.png,3
212,../Data/Test_New/ML-V1\slice00520_mar_raw_5.png,3
213,../Data/Test_New/ML-V1\slice00520_mar_raw_6.png,3
214,../Data/Test_New/ML-V1\slice00520_mar_raw_7.png,3
215,../Data/Test_New/ML-V1\slice00520_mar_raw_8.png,3
216,../Data/Test_New/ML-V1\slice00530_mar_raw_1.png,3
217,../Data/Test_New/ML-V1\slice00530_mar_raw_2.png,3
218,../Data/Test_New/ML-V1\slice00530_mar_raw_3.png,3
219,../Data/Test_New/ML-V1\slice00530_mar_raw_4.png,3
220,../Data/Test_New/ML-V1\slice00530_mar_raw_5.png,3
221,../Data/Test_New/ML-V1\slice00530_mar_raw_6.png,3
222,../Data/Test_New/ML-V1\slice00530_mar_raw_7.png,3
223,../Data/Test_New/ML-V1\slice00530_mar_raw_8.png,3
224,../Data/Test_New/ML-V1\slice00540_mar_raw_1.png,3
225,../Data/Test_New/ML-V1\slice00540_mar_raw_2.png,3
226,../Data/Test_New/ML-V1\slice00540_mar_raw_3.png,3
227,../Data/Test_New/ML-V1\slice00540_mar_raw_4.png,3
228,../Data/Test_New/ML-V1\slice00540_mar_raw_5.png,3
229,../Data/Test_New/ML-V1\slice00540_mar_raw_6.png,3
230,../Data/Test_New/ML-V1\slice00540_mar_raw_7.png,3
231,../Data/Test_New/ML-V1\slice00540_mar_raw_8.png,3
232,../Data/Test_New/ML-V1\slice00550_mar_raw_1.png,3
233,../Data/Test_New/ML-V1\slice00550_mar_raw_2.png,3
234,../Data/Test_New/ML-V1\slice00550_mar_raw_3.png,3
235,../Data/Test_New/ML-V1\slice00550_mar_raw_4.png,3
236,../Data/Test_New/ML-V1\slice00550_mar_raw_5.png,3
237,../Data/Test_New/ML-V1\slice00550_mar_raw_6.png,3
238,../Data/Test_New/ML-V1\slice00550_mar_raw_7.png,3
239,../Data/Test_New/ML-V1\slice00550_mar_raw_8.png,3
240,../Data/Test_New/ML-V1\slice00560_mar_raw_1.png,3
241,../Data/Test_New/ML-V1\slice00560_mar_raw_10.png,3
242,../Data/Test_New/ML-V1\slice00560_mar_raw_11.png,3
243,../Data/Test_New/ML-V1\slice00560_mar_raw_2.png,3
244,../Data/Test_New/ML-V1\slice00560_mar_raw_3.png,3
245,../Data/Test_New/ML-V1\slice00560_mar_raw_4.png,3
246,../Data/Test_New/ML-V1\slice00560_mar_raw_5.png,3
247,../Data/Test_New/ML-V1\slice00560_mar_raw_6.png,3
248,../Data/Test_New/ML-V1\slice00560_mar_raw_7.png,3
249,../Data/Test_New/ML-V1\slice00560_mar_raw_8.png,3
250,../Data/Test_New/ML-V1\slice00560_mar_raw_9.png,3
251,../Data/Test_New/ML-V1\slice00570_mar_raw_1.png,3
252,../Data/Test_New/ML-V1\slice00570_mar_raw_10.png,3
253,../Data/Test_New/ML-V1\slice00570_mar_raw_11.png,3
254,../Data/Test_New/ML-V1\slice00570_mar_raw_2.png,3
255,../Data/Test_New/ML-V1\slice00570_mar_raw_3.png,3
256,../Data/Test_New/ML-V1\slice00570_mar_raw_4.png,3
257,../Data/Test_New/ML-V1\slice00570_mar_raw_5.png,3
258,../Data/Test_New/ML-V1\slice00570_mar_raw_6.png,3
259,../Data/Test_New/ML-V1\slice00570_mar_raw_7.png,3
260,../Data/Test_New/ML-V1\slice00570_mar_raw_8.png,3
261,../Data/Test_New/ML-V1\slice00570_mar_raw_9.png,3
262,../Data/Test_New/ML-V1\slice00580_mar_raw_1.png,3
263,../Data/Test_New/ML-V1\slice00580_mar_raw_10.png,3
264,../Data/Test_New/ML-V1\slice00580_mar_raw_11.png,3
265,../Data/Test_New/ML-V1\slice00580_mar_raw_2.png,3
266,../Data/Test_New/ML-V1\slice00580_mar_raw_3.png,3
267,../Data/Test_New/ML-V1\slice00580_mar_raw_4.png,3
268,../Data/Test_New/ML-V1\slice00580_mar_raw_5.png,3
269,../Data/Test_New/ML-V1\slice00580_mar_raw_6.png,3
270,../Data/Test_New/ML-V1\slice00580_mar_raw_7.png,3
271,../Data/Test_New/ML-V1\slice00580_mar_raw_8.png,3
272,../Data/Test_New/ML-V1\slice00580_mar_raw_9.png,3
273,../Data/Test_New/ML-V1\slice00590_mar_raw_1.png,3
274,../Data/Test_New/ML-V1\slice00590_mar_raw_10.png,3
275,../Data/Test_New/ML-V1\slice00590_mar_raw_2.png,3
276,../Data/Test_New/ML-V1\slice00590_mar_raw_3.png,3
277,../Data/Test_New/ML-V1\slice00590_mar_raw_4.png,3
278,../Data/Test_New/ML-V1\slice00590_mar_raw_5.png,3
279,../Data/Test_New/ML-V1\slice00590_mar_raw_6.png,3
280,../Data/Test_New/ML-V1\slice00590_mar_raw_7.png,3
281,../Data/Test_New/ML-V1\slice00590_mar_raw_8.png,3
282,../Data/Test_New/ML-V1\slice00590_mar_raw_9.png,3
283,../Data/Test_New/ML-V1\slice00600_mar_raw_1.png,3
284,../Data/Test_New/ML-V1\slice00600_mar_raw_2.png,3
285,../Data/Test_New/ML-V1\slice00600_mar_raw_3.png,3
286,../Data/Test_New/ML-V1\slice00600_mar_raw_4.png,3
287,../Data/Test_New/ML-V1\slice00600_mar_raw_5.png,3
288,../Data/Test_New/ML-V1\slice00600_mar_raw_6.png,3
289,../Data/Test_New/ML-V1\slice00600_mar_raw_7.png,3
290,../Data/Test_New/ML-V1\slice00600_mar_raw_8.png,3
291,../Data/Test_New/ML-V1\slice00600_mar_raw_9.png,3
292,../Data/Test_New/ML-V1\slice00610_mar_raw_1.png,3
293,../Data/Test_New/ML-V1\slice00610_mar_raw_2.png,3
294,../Data/Test_New/ML-V1\slice00610_mar_raw_3.png,3
295,../Data/Test_New/ML-V1\slice00610_mar_raw_4.png,3
296,../Data/Test_New/ML-V1\slice00610_mar_raw_5.png,3
297,../Data/Test_New/ML-V1\slice00610_mar_raw_6.png,3
298,../Data/Test_New/ML-V1\slice00610_mar_raw_7.png,3
299,../Data/Test_New/ML-V1\slice00610_mar_raw_8.png,3
300,../Data/Test_New/ML-V1\slice00610_mar_raw_9.png,3
301,../Data/Test_New/ML-V1\slice00620_mar_raw_1.png,3
302,../Data/Test_New/ML-V1\slice00620_mar_raw_2.png,3
303,../Data/Test_New/ML-V1\slice00620_mar_raw_3.png,3
304,../Data/Test_New/ML-V1\slice00620_mar_raw_4.png,3
305,../Data/Test_New/ML-V1\slice00620_mar_raw_5.png,3
306,../Data/Test_New/ML-V1\slice00620_mar_raw_6.png,3
307,../Data/Test_New/ML-V1\slice00620_mar_raw_7.png,3
308,../Data/Test_New/ML-V1\slice00620_mar_raw_8.png,3
309,../Data/Test_New/ML-V1\slice00620_mar_raw_9.png,3
310,../Data/Test_New/ML-V1\slice00630_mar_raw_1.png,3
311,../Data/Test_New/ML-V1\slice00630_mar_raw_2.png,3
312,../Data/Test_New/ML-V1\slice00630_mar_raw_3.png,3
313,../Data/Test_New/ML-V1\slice00630_mar_raw_4.png,3
314,../Data/Test_New/ML-V1\slice00630_mar_raw_5.png,3
315,../Data/Test_New/ML-V1\slice00630_mar_raw_6.png,3
316,../Data/Test_New/ML-V1\slice00630_mar_raw_7.png,3
317,../Data/Test_New/ML-V1\slice00630_mar_raw_8.png,3
318,../Data/Test_New/ML-V1\slice00630_mar_raw_9.png,3
319,../Data/Test_New/ML-V1\slice00640_mar_raw_1.png,3
320,../Data/Test_New/ML-V1\slice00640_mar_raw_10.png,3
321,../Data/Test_New/ML-V1\slice00640_mar_raw_11.png,3
322,../Data/Test_New/ML-V1\slice00640_mar_raw_2.png,3
323,../Data/Test_New/ML-V1\slice00640_mar_raw_3.png,3
324,../Data/Test_New/ML-V1\slice00640_mar_raw_4.png,3
325,../Data/Test_New/ML-V1\slice00640_mar_raw_5.png,3
326,../Data/Test_New/ML-V1\slice00640_mar_raw_6.png,3
327,../Data/Test_New/ML-V1\slice00640_mar_raw_7.png,3
328,../Data/Test_New/ML-V1\slice00640_mar_raw_8.png,3
329,../Data/Test_New/ML-V1\slice00640_mar_raw_9.png,3
330,../Data/Test_New/ML-V1\slice00650_mar_raw_1.png,3
331,../Data/Test_New/ML-V1\slice00650_mar_raw_10.png,3
332,../Data/Test_New/ML-V1\slice00650_mar_raw_11.png,3
333,../Data/Test_New/ML-V1\slice00650_mar_raw_2.png,3
334,../Data/Test_New/ML-V1\slice00650_mar_raw_3.png,3
335,../Data/Test_New/ML-V1\slice00650_mar_raw_4.png,3
336,../Data/Test_New/ML-V1\slice00650_mar_raw_5.png,3
337,../Data/Test_New/ML-V1\slice00650_mar_raw_6.png,3
338,../Data/Test_New/ML-V1\slice00650_mar_raw_7.png,3
339,../Data/Test_New/ML-V1\slice00650_mar_raw_8.png,3
340,../Data/Test_New/ML-V1\slice00650_mar_raw_9.png,3
341,../Data/Test_New/ML-V1\slice00660_mar_raw_1.png,3
342,../Data/Test_New/ML-V1\slice00660_mar_raw_10.png,3
343,../Data/Test_New/ML-V1\slice00660_mar_raw_2.png,3
344,../Data/Test_New/ML-V1\slice00660_mar_raw_3.png,3
345,../Data/Test_New/ML-V1\slice00660_mar_raw_4.png,3
346,../Data/Test_New/ML-V1\slice00660_mar_raw_5.png,3
347,../Data/Test_New/ML-V1\slice00660_mar_raw_6.png,3
348,../Data/Test_New/ML-V1\slice00660_mar_raw_7.png,3
349,../Data/Test_New/ML-V1\slice00660_mar_raw_8.png,3
350,../Data/Test_New/ML-V1\slice00660_mar_raw_9.png,3
351,../Data/Test_New/ML-V1\slice00670_mar_raw_1.png,3
352,../Data/Test_New/ML-V1\slice00670_mar_raw_10.png,3
353,../Data/Test_New/ML-V1\slice00670_mar_raw_11.png,3
354,../Data/Test_New/ML-V1\slice00670_mar_raw_12.png,3
355,../Data/Test_New/ML-V1\slice00670_mar_raw_2.png,3
356,../Data/Test_New/ML-V1\slice00670_mar_raw_3.png,3
357,../Data/Test_New/ML-V1\slice00670_mar_raw_4.png,3
358,../Data/Test_New/ML-V1\slice00670_mar_raw_5.png,3
359,../Data/Test_New/ML-V1\slice00670_mar_raw_6.png,3
360,../Data/Test_New/ML-V1\slice00670_mar_raw_7.png,3
361,../Data/Test_New/ML-V1\slice00670_mar_raw_8.png,3
362,../Data/Test_New/ML-V1\slice00670_mar_raw_9.png,3
363,../Data/Test_New/ML-V1\slice00680_mar_raw_1.png,3
364,../Data/Test_New/ML-V1\slice00680_mar_raw_10.png,3
365,../Data/Test_New/ML-V1\slice00680_mar_raw_11.png,3
366,../Data/Test_New/ML-V1\slice00680_mar_raw_12.png,3
367,../Data/Test_New/ML-V1\slice00680_mar_raw_13.png,3
368,../Data/Test_New/ML-V1\slice00680_mar_raw_2.png,3
369,../Data/Test_New/ML-V1\slice00680_mar_raw_3.png,3
370,../Data/Test_New/ML-V1\slice00680_mar_raw_4.png,3
371,../Data/Test_New/ML-V1\slice00680_mar_raw_5.png,3
372,../Data/Test_New/ML-V1\slice00680_mar_raw_6.png,3
373,../Data/Test_New/ML-V1\slice00680_mar_raw_7.png,3
374,../Data/Test_New/ML-V1\slice00680_mar_raw_8.png,3
375,../Data/Test_New/ML-V1\slice00680_mar_raw_9.png,3
376,../Data/Test_New/ML-V1\slice00690_mar_raw_1.png,3
377,../Data/Test_New/ML-V1\slice00690_mar_raw_10.png,3
378,../Data/Test_New/ML-V1\slice00690_mar_raw_11.png,3
379,../Data/Test_New/ML-V1\slice00690_mar_raw_12.png,3
380,../Data/Test_New/ML-V1\slice00690_mar_raw_13.png,3
381,../Data/Test_New/ML-V1\slice00690_mar_raw_2.png,3
382,../Data/Test_New/ML-V1\slice00690_mar_raw_3.png,3
383,../Data/Test_New/ML-V1\slice00690_mar_raw_4.png,3
384,../Data/Test_New/ML-V1\slice00690_mar_raw_5.png,3
385,../Data/Test_New/ML-V1\slice00690_mar_raw_6.png,3
386,../Data/Test_New/ML-V1\slice00690_mar_raw_7.png,3
387,../Data/Test_New/ML-V1\slice00690_mar_raw_8.png,3
388,../Data/Test_New/ML-V1\slice00690_mar_raw_9.png,3
389,../Data/Test_New/ML-V1\slice00700_mar_raw_1.png,3
390,../Data/Test_New/ML-V1\slice00700_mar_raw_10.png,3
391,../Data/Test_New/ML-V1\slice00700_mar_raw_11.png,3
392,../Data/Test_New/ML-V1\slice00700_mar_raw_12.png,3
393,../Data/Test_New/ML-V1\slice00700_mar_raw_13.png,3
394,../Data/Test_New/ML-V1\slice00700_mar_raw_2.png,3
395,../Data/Test_New/ML-V1\slice00700_mar_raw_3.png,3
396,../Data/Test_New/ML-V1\slice00700_mar_raw_4.png,3
397,../Data/Test_New/ML-V1\slice00700_mar_raw_5.png,3
398,../Data/Test_New/ML-V1\slice00700_mar_raw_6.png,3
399,../Data/Test_New/ML-V1\slice00700_mar_raw_7.png,3
400,../Data/Test_New/ML-V1\slice00700_mar_raw_8.png,3
401,../Data/Test_New/ML-V1\slice00700_mar_raw_9.png,3
402,../Data/Test_New/ML-V1\slice00710_mar_raw_1.png,3
403,../Data/Test_New/ML-V1\slice00710_mar_raw_10.png,3
404,../Data/Test_New/ML-V1\slice00710_mar_raw_11.png,3
405,../Data/Test_New/ML-V1\slice00710_mar_raw_12.png,3
406,../Data/Test_New/ML-V1\slice00710_mar_raw_13.png,3
407,../Data/Test_New/ML-V1\slice00710_mar_raw_2.png,3
408,../Data/Test_New/ML-V1\slice00710_mar_raw_3.png,3
409,../Data/Test_New/ML-V1\slice00710_mar_raw_4.png,3
410,../Data/Test_New/ML-V1\slice00710_mar_raw_5.png,3
