,path,image_name,rock_type,scan_name,label_assigned,area,centroid,bbox,bbox_rect
32,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_2.png,ML-DB-Geo1_slice00383_2,0,slice00383,2,11211,"(124.97234858620997, 62.38248149139238)","[165, 440, 395, 584]","[[535, 412], [412, 187], [462, 160], [585, 385]]"
33,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_3.png,ML-DB-Geo1_slice00383_3,0,slice00383,3,10728,"(102.89233780760627, 59.93521625652498)","[169, 365, 362, 495]","[[451, 383], [331, 197], [390, 159], [509, 346]]"
34,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_4.png,ML-DB-Geo1_slice00383_4,0,slice00383,4,39009,"(197.93355379527802, 101.50698556743316)","[207, 192, 577, 430]","[[336, 595], [127, 270], [239, 198], [448, 523]]"
35,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_5.png,ML-DB-Geo1_slice00383_5,0,slice00383,5,28829,"(116.71317076554858, 126.39030143258525)","[221, 597, 456, 864]","[[633, 472], [559, 371], [808, 190], [881, 291]]"
36,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_6.png,ML-DB-Geo1_slice00383_6,0,slice00383,6,47029,"(180.5831933487848, 123.62295604839566)","[422, 44, 739, 334]","[[126, 767], [16, 455], [225, 381], [335, 693]]"
37,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_7.png,ML-DB-Geo1_slice00383_7,0,slice00383,7,12376,"(87.78030058177117, 48.93681318681319)","[459, 844, 650, 947]","[[908, 655], [833, 639], [875, 446], [949, 462]]"
38,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_8.png,ML-DB-Geo1_slice00383_8,0,slice00383,8,54009,"(134.05275046751467, 134.09611361069452)","[470, 543, 725, 820]","[[552, 729], [540, 476], [813, 462], [826, 716]]"
39,./train/cuttings_padded_128/ML-DB-Geo1_slice00383_9.png,ML-DB-Geo1_slice00383_9,0,slice00383,9,12593,"(47.89319463193838, 101.51973318510284)","[811, 455, 907, 671]","[[664, 917], [444, 872], [459, 798], [679, 843]]"
40,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_0.png,ML-DB-Geo1_slice00387_0,0,slice00387,0,17711,"(78.38399864490994, 150.57292078369375)","[47, 490, 225, 805]","[[783, 250], [481, 72], [519, 7], [821, 185]]"
41,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_1.png,ML-DB-Geo1_slice00387_1,0,slice00387,1,7076,"(82.72526851328435, 55.144997173544375)","[133, 498, 314, 613]","[[584, 322], [492, 148], [532, 127], [624, 301]]"
42,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_2.png,ML-DB-Geo1_slice00387_2,0,slice00387,2,12044,"(131.12429425440052, 65.02324809033544)","[160, 440, 399, 593]","[[541, 420], [408, 184], [461, 154], [594, 390]]"
43,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_3.png,ML-DB-Geo1_slice00387_3,0,slice00387,3,10870,"(108.71545538178472, 62.306347746090154)","[163, 364, 364, 497]","[[463, 381], [327, 195], [380, 156], [516, 342]]"
44,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_4.png,ML-DB-Geo1_slice00387_4,0,slice00387,4,39556,"(198.75068257660027, 99.59475174436243)","[203, 197, 574, 433]","[[333, 594], [126, 266], [243, 193], [450, 520]]"
45,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_5.png,ML-DB-Geo1_slice00387_5,0,slice00387,5,25581,"(114.08553223095267, 117.32684414213674)","[225, 624, 455, 869]","[[652, 472], [577, 374], [810, 196], [885, 294]]"
46,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_6.png,ML-DB-Geo1_slice00387_6,0,slice00387,6,48909,"(179.6090085669304, 126.95209470649574)","[421, 48, 737, 344]","[[134, 769], [19, 451], [230, 375], [345, 693]]"
47,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_7.png,ML-DB-Geo1_slice00387_7,0,slice00387,7,12062,"(87.02437406731885, 48.97197811308241)","[459, 843, 646, 944]","[[905, 651], [833, 634], [875, 446], [948, 463]]"
48,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_8.png,ML-DB-Geo1_slice00387_8,0,slice00387,8,52292,"(129.45555725541192, 134.88965807389275)","[480, 545, 724, 818]","[[548, 725], [543, 482], [815, 477], [819, 720]]"
49,./train/cuttings_padded_128/ML-DB-Geo1_slice00387_9.png,ML-DB-Geo1_slice00387_9,0,slice00387,9,12945,"(48.322827346465814, 100.40092699884126)","[809, 456, 906, 671]","[[665, 915], [445, 876], [459, 798], [679, 837]]"
50,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_0.png,ML-DB-Geo1_slice00391_0,0,slice00391,0,18826,"(83.22378625305429, 158.55550833953043)","[45, 489, 230, 822]","[[799, 257], [479, 71], [517, 6], [837, 192]]"
51,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_1.png,ML-DB-Geo1_slice00391_1,0,slice00391,1,7468,"(84.93304767005891, 56.89903588644885)","[132, 498, 318, 617]","[[587, 327], [492, 147], [533, 126], [627, 306]]"
52,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_2.png,ML-DB-Geo1_slice00391_2,0,slice00391,2,12985,"(136.45976126299576, 68.53946861763573)","[156, 439, 404, 598]","[[545, 426], [406, 181], [461, 150], [600, 395]]"
53,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_3.png,ML-DB-Geo1_slice00391_3,0,slice00391,3,10688,"(110.23334580838323, 63.99148577844311)","[162, 364, 367, 500]","[[462, 384], [333, 186], [386, 152], [515, 350]]"
54,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_4.png,ML-DB-Geo1_slice00391_4,0,slice00391,4,40036,"(201.24240683384954, 98.77807473274054)","[197, 201, 570, 437]","[[333, 592], [125, 262], [244, 186], [452, 517]]"
55,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_5.png,ML-DB-Geo1_slice00391_5,0,slice00391,5,20953,"(110.54264305827328, 118.928888464659)","[229, 645, 452, 873]","[[699, 489], [622, 419], [811, 209], [889, 279]]"
56,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_7.png,ML-DB-Geo1_slice00391_7,0,slice00391,7,50671,"(178.84302658325274, 130.73647648556374)","[420, 50, 737, 353]","[[146, 774], [18, 452], [227, 370], [354, 692]]"
57,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_8.png,ML-DB-Geo1_slice00391_8,0,slice00391,8,11714,"(86.77565306470889, 47.984719139491204)","[458, 843, 641, 941]","[[904, 647], [832, 629], [877, 445], [949, 463]]"
58,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_9.png,ML-DB-Geo1_slice00391_9,0,slice00391,9,49578,"(124.80925007059582, 134.32835128484408)","[491, 546, 724, 815]","[[556, 732], [543, 499], [809, 484], [822, 717]]"
59,./train/cuttings_padded_128/ML-DB-Geo1_slice00391_10.png,ML-DB-Geo1_slice00391_10,0,slice00391,10,13196,"(48.32631100333435, 100.71650500151561)","[808, 456, 905, 672]","[[667, 912], [447, 880], [458, 799], [679, 830]]"
60,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_0.png,ML-DB-Geo1_slice00395_0,0,slice00395,0,19436,"(85.97844206626878, 162.15738835151265)","[43, 488, 232, 827]","[[804, 259], [477, 70], [515, 4], [842, 193]]"
61,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_1.png,ML-DB-Geo1_slice00395_1,0,slice00395,1,7864,"(86.6380976602238, 57.25292472024415)","[131, 499, 320, 620]","[[590, 329], [492, 146], [533, 124], [631, 307]]"
62,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_2.png,ML-DB-Geo1_slice00395_2,0,slice00395,2,13848,"(141.25924321201617, 71.82972270363952)","[152, 438, 409, 602]","[[547, 431], [402, 179], [461, 145], [606, 397]]"
63,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_3.png,ML-DB-Geo1_slice00395_3,0,slice00395,3,10547,"(108.77111974969185, 63.76599981037262)","[164, 366, 368, 501]","[[461, 386], [337, 186], [391, 153], [514, 353]]"
64,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_4.png,ML-DB-Geo1_slice00395_4,0,slice00395,4,40481,"(203.0162792421136, 101.14671080259875)","[192, 202, 567, 439]","[[334, 590], [124, 257], [247, 180], [456, 513]]"
65,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_5.png,ML-DB-Geo1_slice00395_5,0,slice00395,5,18531,"(102.59408558631482, 97.74750418218122)","[234, 682, 448, 875]","[[732, 484], [648, 419], [810, 212], [893, 278]]"
66,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_6.png,ML-DB-Geo1_slice00395_6,0,slice00395,6,52208,"(178.38921238124425, 136.31977857799572)","[420, 52, 737, 375]","[[189, 801], [-13, 487], [179, 363], [381, 677]]"
67,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_8.png,ML-DB-Geo1_slice00395_8,0,slice00395,8,11293,"(87.010183299389, 47.64154786150713)","[457, 842, 638, 937]","[[904, 644], [832, 627], [876, 444], [948, 462]]"
68,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_9.png,ML-DB-Geo1_slice00395_9,0,slice00395,9,44874,"(120.50962695547533, 129.70459508846994)","[504, 547, 724, 811]","[[556, 732], [544, 512], [804, 498], [816, 718]]"
69,./train/cuttings_padded_128/ML-DB-Geo1_slice00395_10.png,ML-DB-Geo1_slice00395_10,0,slice00395,10,13470,"(47.260504825538234, 100.52442464736451)","[808, 457, 903, 674]","[[670, 909], [449, 882], [459, 799], [680, 826]]"
70,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_0.png,ML-DB-Geo1_slice00399_0,0,slice00399,0,19987,"(88.36483714414369, 167.81748136288587)","[41, 484, 234, 829]","[[806, 260], [473, 67], [511, 1], [844, 194]]"
71,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_1.png,ML-DB-Geo1_slice00399_1,0,slice00399,1,8298,"(90.81127982646422, 59.298987707881416)","[129, 499, 325, 626]","[[594, 335], [491, 145], [534, 122], [636, 312]]"
72,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_2.png,ML-DB-Geo1_slice00399_2,0,slice00399,2,14708,"(145.4867419091651, 75.7057383736742)","[148, 436, 413, 607]","[[550, 434], [400, 177], [461, 142], [611, 398]]"
73,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_3.png,ML-DB-Geo1_slice00399_3,0,slice00399,3,10557,"(112.4851757127972, 64.92024249313252)","[160, 366, 370, 504]","[[463, 387], [339, 180], [391, 149], [515, 356]]"
74,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_4.png,ML-DB-Geo1_slice00399_4,0,slice00399,4,40748,"(204.09438500049083, 103.59652007460488)","[188, 203, 565, 443]","[[336, 587], [125, 251], [248, 174], [460, 509]]"
75,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_5.png,ML-DB-Geo1_slice00399_5,0,slice00399,5,18016,"(102.28596802841918, 95.93222690941386)","[239, 690, 449, 877]","[[756, 485], [669, 427], [808, 218], [895, 277]]"
76,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_6.png,ML-DB-Geo1_slice00399_6,0,slice00399,6,53558,"(177.8811568766571, 143.51504910564248)","[420, 53, 735, 389]","[[280, 816], [-37, 586], [96, 401], [414, 631]]"
77,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_7.png,ML-DB-Geo1_slice00399_7,0,slice00399,7,3790,"(35.956728232189974, 34.57598944591029)","[451, 581, 537, 664]","[[614, 542], [557, 507], [608, 423], [666, 458]]"
78,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_8.png,ML-DB-Geo1_slice00399_8,0,slice00399,8,10571,"(85.5210481506007, 45.651120991391544)","[457, 842, 634, 930]","[[904, 640], [833, 623], [875, 446], [946, 463]]"
79,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_10.png,ML-DB-Geo1_slice00399_10,0,slice00399,10,36400,"(96.2451923076923, 122.19925824175824)","[544, 548, 724, 811]","[[807, 727], [542, 717], [548, 543], [813, 553]]"
80,./train/cuttings_padded_128/ML-DB-Geo1_slice00399_11.png,ML-DB-Geo1_slice00399_11,0,slice00399,11,13656,"(47.628661394258934, 104.32198301113064)","[806, 453, 902, 674]","[[670, 908], [445, 881], [455, 797], [680, 823]]"
81,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_0.png,ML-DB-Geo1_slice00403_0,0,slice00403,0,20566,"(90.8518914713605, 172.15501312846445)","[39, 481, 236, 831]","[[809, 259], [470, 65], [508, 0], [847, 193]]"
82,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_1.png,ML-DB-Geo1_slice00403_1,0,slice00403,1,8766,"(94.18879762719598, 60.52931781884554)","[128, 500, 330, 631]","[[599, 341], [491, 144], [534, 120], [642, 317]]"
83,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_2.png,ML-DB-Geo1_slice00403_2,0,slice00403,2,15626,"(149.00799948803277, 79.80481249200051)","[145, 434, 416, 611]","[[553, 438], [398, 176], [461, 139], [616, 401]]"
84,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_3.png,ML-DB-Geo1_slice00403_3,0,slice00403,3,10553,"(112.30190467165735, 66.0552449540415)","[160, 366, 372, 505]","[[468, 388], [340, 182], [391, 150], [519, 356]]"
85,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_4.png,ML-DB-Geo1_slice00403_4,0,slice00403,4,40833,"(205.93933828031248, 105.47363651948179)","[183, 205, 565, 446]","[[338, 584], [127, 243], [250, 167], [462, 507]]"
86,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_5.png,ML-DB-Geo1_slice00403_5,0,slice00403,5,17815,"(102.19040134717935, 91.72938534942465)","[243, 700, 452, 880]","[[768, 487], [678, 429], [810, 223], [900, 281]]"
87,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_6.png,ML-DB-Geo1_slice00403_6,0,slice00403,6,54443,"(175.99766728505043, 146.80329886303107)","[420, 55, 733, 393]","[[294, 813], [-32, 588], [96, 401], [423, 626]]"
88,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_7.png,ML-DB-Geo1_slice00403_7,0,slice00403,7,7998,"(52.08664666166542, 46.14741185296324)","[439, 573, 551, 668]","[[579, 551], [570, 443], [664, 435], [673, 543]]"
89,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_8.png,ML-DB-Geo1_slice00403_8,0,slice00403,8,9881,"(82.14624025908309, 43.645582430928044)","[460, 842, 633, 927]","[[906, 639], [835, 625], [869, 452], [940, 466]]"
90,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_9.png,ML-DB-Geo1_slice00403_9,0,slice00403,9,27430,"(81.80579657309515, 120.00867663142544)","[577, 550, 724, 809]","[[799, 736], [540, 709], [555, 569], [814, 596]]"
91,./train/cuttings_padded_128/ML-DB-Geo1_slice00403_10.png,ML-DB-Geo1_slice00403_10,0,slice00403,10,13699,"(46.862325717205636, 105.0997153076867)","[805, 451, 902, 671]","[[667, 908], [442, 879], [453, 794], [678, 824]]"
92,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_0.png,ML-DB-Geo1_slice00407_0,0,slice00407,0,21238,"(93.16682361804313, 175.11394669931255)","[36, 478, 237, 833]","[[814, 257], [466, 65], [502, 0], [850, 190]]"
93,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_1.png,ML-DB-Geo1_slice00407_1,0,slice00407,1,9147,"(96.18836777085383, 60.95517656062097)","[127, 501, 331, 633]","[[600, 342], [490, 143], [534, 119], [644, 318]]"
94,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_2.png,ML-DB-Geo1_slice00407_2,0,slice00407,2,16544,"(151.23555367504835, 82.5164410058027)","[143, 433, 418, 615]","[[556, 441], [397, 175], [461, 136], [620, 403]]"
95,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_3.png,ML-DB-Geo1_slice00407_3,0,slice00407,3,10768,"(117.22594725111442, 67.51773774145617)","[154, 365, 375, 507]","[[474, 389], [334, 179], [383, 146], [523, 356]]"
96,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_4.png,ML-DB-Geo1_slice00407_4,0,slice00407,4,41044,"(210.07764837735112, 107.23589318779845)","[176, 207, 566, 450]","[[343, 583], [128, 237], [252, 160], [466, 506]]"
97,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_5.png,ML-DB-Geo1_slice00407_5,0,slice00407,5,17588,"(101.85404821469183, 90.83710484421196)","[248, 707, 456, 884]","[[734, 473], [662, 393], [837, 236], [909, 316]]"
98,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_6.png,ML-DB-Geo1_slice00407_6,0,slice00407,6,53851,"(171.74312454736216, 153.89524799910865)","[423, 54, 729, 393]","[[152, 762], [42, 441], [285, 357], [396, 677]]"
99,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_7.png,ML-DB-Geo1_slice00407_7,0,slice00407,7,11977,"(62.69032311931201, 57.756616848960505)","[438, 567, 579, 701]","[[636, 591], [529, 521], [602, 409], [709, 479]]"
100,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_8.png,ML-DB-Geo1_slice00407_8,0,slice00407,8,9213,"(82.02268533593835, 40.6905459676544)","[459, 843, 631, 925]","[[907, 636], [836, 624], [866, 454], [938, 467]]"
101,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_10.png,ML-DB-Geo1_slice00407_10,0,slice00407,10,22464,"(75.58649394586895, 117.49060719373219)","[592, 553, 723, 807]","[[798, 735], [546, 709], [559, 584], [811, 610]]"
102,./train/cuttings_padded_128/ML-DB-Geo1_slice00407_12.png,ML-DB-Geo1_slice00407_12,0,slice00407,12,13669,"(46.101543638890924, 106.19372302289852)","[804, 448, 900, 666]","[[662, 906], [439, 876], [451, 792], [673, 822]]"
103,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_0.png,ML-DB-Geo1_slice00411_0,0,slice00411,0,21822,"(93.54009714966547, 176.40463752176703)","[35, 476, 237, 835]","[[812, 265], [464, 62], [504, -4], [851, 198]]"
104,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_1.png,ML-DB-Geo1_slice00411_1,0,slice00411,1,9517,"(97.95292634233476, 62.24902805505937)","[126, 501, 334, 637]","[[603, 346], [490, 143], [535, 118], [648, 321]]"
105,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_2.png,ML-DB-Geo1_slice00411_2,0,slice00411,2,17435,"(154.1434470891884, 86.27651276168626)","[140, 431, 422, 618]","[[558, 444], [396, 173], [462, 133], [624, 404]]"
106,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_3.png,ML-DB-Geo1_slice00411_3,0,slice00411,3,11025,"(119.5491156462585, 68.95791383219955)","[151, 364, 377, 509]","[[473, 392], [335, 174], [384, 142], [523, 360]]"
107,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_4.png,ML-DB-Geo1_slice00411_4,0,slice00411,4,41334,"(215.50041128368898, 107.396235544588)","[168, 211, 566, 455]","[[348, 581], [130, 229], [253, 153], [470, 506]]"
108,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_5.png,ML-DB-Geo1_slice00411_5,0,slice00411,5,17157,"(100.79326222533076, 85.99912572127994)","[252, 719, 459, 887]","[[785, 491], [695, 434], [819, 233], [910, 290]]"
109,./train/cuttings_padded_128/ML-DB-Geo1_slice00411_6.png,ML-DB-Geo1_slice00411_6,0,slice00411,6,52707,"(168.06475420722106, 157.20295216954105)","[423, 55, 721, 392]","[[159, 763], [44, 445], [281, 360], [396, 677]]"
